"Begin Time - msec","End Time - msec","RS_Detail","RG_RefNum_Right",
7297,7504,"Ad-neuSg",
7504,7674,"V-motion",
7992,8112,"Pos-an",
8112,8361,"Aid-femSg","3"
8361,9260,"L-strKr_01-Kr-zuAufSkulptur","3"
10014,10291,"Ad-neuSg",
10291,10495,"V-other","5"
10495,10574,"P-DuPerspektive","5"
10574,10885,"V-static","5"
11536,11655,"Pos-an","5"
11655,11824,"Ad-femSg","5"
11824,12141,"L-strKr_01-Kr-zuAufSkulptur","5"
12307,12549,"Prep-von","9"
12549,12759,"V-motion","9"
12759,12862,"P-DuPerspektive","9"
12862,13013,"Ad-maskSg","9"
13013,13560,"Dir-rechts","9"
13560,14001,"L-str_01-geschlaengeltZuAufSkulptur","9"
15216,15356,"Ad-neuSg","14"
15356,15536,"V-static","14"
15536,15845," O-Wiederholung","14"
15845,16087,"Aid-maskSg","14"
16087,16222,"Prep-nach","14"
16222,16411,"Dir-rechts",
16514,16660,"Aid-maskSg","16"
16660,16793,"Prep-nach","16"
16793,17178,"Dir-links",
17484,17743,"Prep-von","19"
17743,17924,"V-motion","19"
17924,18001,"P-DuPerspektive","19"
18001,18104,"Ad-maskSg","19"
18104,18610,"Pos-rechts","19"
19743,20215,"V-motion","22"
20215,20638,"Ad-maskSg",
20869,21190,"V-motion","24"
21190,21407,"T-dann","24"
21735,21870,"Prep-zu","24"
21870,22074,"Aid-maskSg",
22074,22683,"L-lm1_platz","24"
22872,23060,"Pos-wo","26"
23060,23149,"Aid-femSg","26"
23149,23646,"L-lm1_skulptur","26"
23646,24146,"V-static","26"
25462,25617,"Ad-femSg","28"
25617,25789,"O-Versprecher","28"
26211,26343,"Ad-femSg","28"
26343,26952,"L-lm1_skulptur","28"
26952,27503,"V-static",
27831,28001,"Ad-neuSg","30"
28001,28130,"V-static","30"
28633,29028,"AttL-shape","30"
29028,29798,"V-other",
29798,30412,"Pos-unten","31"
31063,31142,"V-static","33"
31352,31674," AttL-hedging","33"
31674,32215,"L-rasen","33"
32215,32525,"Pos-um","33"
32525,32933,"Pos-herum",
33018,33141,"T-dann","38"
33141,33396,"V-static","38"
33396,33484,"Ad-femSg","38"
33484,33613,"Pos-auf","38"
33613,33750,"Aid-maskSg","38"
33750,34269,"L-lm1_sockel","38"
36021,36896," AttL-size","40"
36896,37228,"L-lm1_sockel",
37345,37576,"Ad-neuSg",
37576,37963,"V-static",
38891,39613,"AttL-number",
39613,40351,"AttL-others",
40351,41482,"AttL-shape","44"
