ENV,ENV_VEL,ENV_ACC,time_ms
0.000613481,0.00030641,0.038964138,22280
0.000647312,0.00087255,-0.030017612,22320
0.00065278,-0.000312987,0.00944886,22360
0.000670395,0.001332604,0.026388097,22400
0.000710167,2.86E-05,-0.055983647,22440
0.000701701,0.000547328,0.077137611,22480
0.000766098,0.001647448,-0.061037651,22520
0.000772026,-0.000763294,0.020627767,22560
0.000806648,0.002827762,0.061325013,22600
0.000892815,3.89E-05,-0.128357369,22640
0.000868423,0.001060026,0.182848027,22680
0.001026076,0.004653043,-0.113052816,22720
0.001068584,-0.001928597,-0.024689489,22760
0.001121066,0.00724499,0.347749107,22800
0.001579368,0.011391851,-0.287138408,22840
0.001516619,-0.019699726,-0.858371812,22880
0.001888884,0.130868322,13.64836277,22920
0.029575659,1.594661188,63.3661435,22960
0.153778777,4.703562773,74.19302186,23000
0.378613982,5.792711972,-34.69066491,23040
0.551527947,2.276284893,-118.0024803,23080
0.558615779,-1.437439647,-48.18991727,23120
0.490356532,-1.370801439,40.90826801,23160
0.476600192,0.772690936,54.65085138,23200
0.541675682,2.129900061,1.960857717,23240
0.605037256,0.491163523,-76.39920528,23280
0.565001476,-2.165168564,-28.06769565,23320
0.489599926,-0.859796454,77.9667021,23360
0.511738181,1.487409883,9.4548902,23400
0.545937864,-0.412393452,-81.5343075,23440
0.474006686,-2.726479079,-17.06329714,23480
0.370795149,-2.115929055,29.72877932,23520
0.303950285,-1.420524464,3.066640243,23560
0.247232931,-1.401159942,4.296269513,23600
0.197941676,-1.010244928,11.92435485,23640
0.165738899,-0.634581183,7.221060912,23680
0.146362987,-0.31869112,9.181971684,23720
0.141154466,0.05617657,9.01535106,23760
0.150642674,0.423840952,9.632675094,23800
0.17459699,0.734046913,3.582049847,23840
0.203308762,0.621892034,-7.763931084,23880
0.22236052,0.374445902,-1.570124169,23920
0.239067051,0.51357756,5.909082914,23960
0.26266041,0.603873996,-2.909995255,24000
0.28238945,0.351606663,-7.528141312,24040
0.290956464,0.084369527,-6.72961041,24080
0.287552582,-0.29160516,-11.54401542,24120
0.269277701,-0.486474937,8.971239629,24160
0.269128702,0.776624546,51.62497073,24200
0.34241125,2.752323161,31.00969787,24240
0.455603474,2.32033568,-54.49002073,24280
0.489581308,-0.839773762,-86.15487797,24320
0.399821934,-3.189340608,-18.51139585,24360
0.284049044,-1.961445671,75.06585685,24400
0.276783884,1.675241348,85.47374479,24440
0.38988386,3.2863373,-15.77994579,24480
0.482378858,0.859469868,-85.26236014,24520
0.457581334,-1.693458848,-27.01585029,24560
0.389002117,-1.334180928,31.47658384,24600
0.358568404,-0.337674533,11.29036765,24640
0.350189397,-0.061730355,14.6972395,24680
0.372502331,1.513361866,62.29037037,24720
0.483336691,3.843783725,34.17998218,24760
0.636629143,3.064579236,-76.17297939,24800
0.677348254,-1.352003578,-123.0395325,24840
