ppn,time_ms_rec,v_vid
V10_c,19560,230005
V10_c,19600,312631
V10_c,19640,259699
V10_c,19680,315920
V10_c,19720,355065
V10_c,19760,521333
V10_c,19800,463451
V10_c,19840,535878
V10_c,19880,504772
V10_c,19920,654104
V10_c,19960,508810
V10_c,20000,574672
V10_c,20040,664895
V10_c,20080,590685
V10_c,20120,382280
V10_c,20160,502572
V10_c,20200,229680
V10_c,20240,327339
V10_c,20280,273428
V10_c,20320,346098
V10_c,20360,256499
V10_c,20400,418147
V10_c,20440,247156
V10_c,20480,293338
V10_c,20520,230324
V10_c,20560,313687
V10_c,20600,262119
V10_c,20640,347402
V10_c,20680,225646
V10_c,20720,319018
V10_c,20760,279547
V10_c,20800,347598
V10_c,20840,218990
V10_c,20880,308780
V10_c,20920,243524
V10_c,20960,315867
V10_c,21000,217096
V10_c,21040,371848
V10_c,21080,244677
V10_c,21120,315221
V10_c,21160,411335
V10_c,21200,523376
V10_c,21240,1043240
V10_c,21280,1363133
V10_c,21320,778490
V10_c,21360,658455
V10_c,21400,362097
V10_c,21440,531092
V10_c,21480,802819
V10_c,21520,752658
V10_c,21560,406248
V10_c,21600,489156
V10_c,21640,311335
V10_c,21680,398967
V10_c,21720,316334
V10_c,21760,491556
V10_c,21800,282818
V10_c,21840,328019
V10_c,21880,228845
V10_c,21920,357469
V10_c,21960,258261
V10_c,22000,305372
V10_c,22040,307262
V10_c,22080,390551
V10_c,22120,420817
V10_c,22160,510677
V10_c,22200,603156
V10_c,22240,800284
V10_c,22280,1125782
V10_c,22320,1272279
V10_c,22360,1278306
V10_c,22400,1217889
V10_c,22440,867043
V10_c,22480,763052
V10_c,22520,574465
V10_c,22560,559022
V10_c,22600,591061
V10_c,22640,1033720
V10_c,22680,1219173
V10_c,22720,1079785
V10_c,22760,520862
V10_c,22800,546995
V10_c,22840,615032
V10_c,22880,566079
V10_c,22920,404442
V10_c,22960,453461
V10_c,23000,475508
V10_c,23040,488551
V10_c,23080,305513
V10_c,23120,416143
V10_c,23160,600657
V10_c,23200,688740
V10_c,23240,452413
V10_c,23280,531806
V10_c,23320,510961
V10_c,23360,466258
V10_c,23400,377223
V10_c,23440,533752
V10_c,23480,403077
V10_c,23520,709952
V10_c,23560,312466
V10_c,23600,434496
V10_c,23640,283582
V10_c,23680,340649
V10_c,23720,240626
V10_c,23760,341547
V10_c,23800,269347
V10_c,23840,301626
V10_c,23880,239127
V10_c,23920,315189
V10_c,23960,256263
V10_c,24000,340683
V10_c,24040,277890
V10_c,24080,976626
V10_c,24120,382374
V10_c,24160,461981
V10_c,24200,276702
V10_c,24240,380315
V10_c,24280,398190
V10_c,24320,528379
V10_c,24360,274042
V10_c,24400,403418
V10_c,24440,303813
V10_c,24480,373980
V10_c,24520,284606
V10_c,24560,394038
V10_c,24600,318097
V10_c,24640,331426
V10_c,24680,265650
V10_c,24720,463724
V10_c,24760,279583
V10_c,24800,326640
V10_c,24840,208778
V10_c,24880,300564
V10_c,24920,249301
V10_c,24960,304887
V10_c,25000,213435
V10_c,25040,341662
V10_c,25080,222667
V10_c,25120,310927
V10_c,25160,247341
V10_c,25200,267214
V10_c,25240,205291
V10_c,25280,287691
V10_c,25320,214501
V10_c,25360,265028
V10_c,25400,214977
V10_c,25440,292518
V10_c,25480,234153
V10_c,25520,271724
V10_c,25560,215572
V10_c,25600,295884
V10_c,25640,232124
V10_c,25680,263675
V10_c,25720,211799
V10_c,25760,294731
V10_c,25800,216638
V10_c,25840,260487
V10_c,25880,197682
V10_c,25920,278835
V10_c,25960,220824
V10_c,26000,270004
V10_c,26040,285587
V10_c,26080,314582
V10_c,26120,276416
V10_c,26160,318725
V10_c,26200,233710
V10_c,26240,328912
V10_c,26280,291349
V10_c,26320,387268
V10_c,26360,292913
V10_c,26400,413686
V10_c,26440,317411
V10_c,26480,402937
V10_c,26520,1268452
V10_c,26560,1856295
V10_c,26600,603433
V10_c,26640,2129512
V10_c,26680,2332387
V10_c,26720,569957
V10_c,26760,1432603
V10_c,26800,859804
V10_c,26840,488848
V10_c,26880,489264
V10_c,26920,407879
V10_c,26960,481254
V10_c,27000,342185
V10_c,27040,468955
V10_c,27080,313278
V10_c,27120,440023
V10_c,27160,275862
V10_c,27200,326359
V10_c,27240,243530
V10_c,27280,323033
V10_c,27320,259047
V10_c,27360,326389
V10_c,27400,301489
V10_c,27440,363687
V10_c,27480,328796
V10_c,27520,354257
V10_c,27560,306072
V10_c,27600,424638
V10_c,27640,303502
V10_c,27680,359293
V10_c,27720,264653
V10_c,27760,374348
V10_c,27800,259140
V10_c,27840,299745
V10_c,27880,261113
V10_c,27920,350275
V10_c,27960,239865
V10_c,28000,284525
V10_c,28040,274792
V10_c,28080,300229
V10_c,28120,237932
V10_c,28160,290880
V10_c,28200,225322
V10_c,28240,305564
V10_c,28280,237440
V10_c,28320,282895
V10_c,28360,252174
V10_c,28400,382750
V10_c,28440,272722
V10_c,28480,322310
V10_c,28520,332638
V10_c,28560,504507
V10_c,28600,355619
V10_c,28640,405856
V10_c,28680,282831
V10_c,28720,396572
V10_c,28760,339087
V10_c,28800,366529
V10_c,28840,217270
V10_c,28880,1060110
V10_c,28920,451324
V10_c,28960,522498
V10_c,29000,459678
V10_c,29040,619575
V10_c,29080,469060
V10_c,29120,635990
V10_c,29160,452396
V10_c,29200,452981
V10_c,29240,354809
V10_c,29280,500022
V10_c,29320,591640
V10_c,29360,576792
V10_c,29400,444277
V10_c,29440,597237
V10_c,29480,401748
V10_c,29520,563542
V10_c,29560,1166296
V10_c,29600,602323
V10_c,29640,1379141
V10_c,29680,1284810
V10_c,29720,1255702
V10_c,29760,593395
V10_c,29800,327479
V10_c,29840,424305
V10_c,29880,464395
V10_c,29920,541167
V10_c,29960,442652
V10_c,30000,511160
V10_c,30040,690728
V10_c,30080,624672
V10_c,30120,434507
V10_c,30160,531785
V10_c,30200,323917
V10_c,30240,385099
V10_c,30280,281142
V10_c,30320,763709
V10_c,30360,18432591
V10_c,30400,16787679
V10_c,30440,13878436
V10_c,30480,21116666
V10_c,30520,15097219
V10_c,30560,9380927
V10_c,30600,1377768
V10_c,30640,1338928
V10_c,30680,1173127
V10_c,30720,1263201
V10_c,30760,1259505
V10_c,30800,1097421
V10_c,30840,518003
V10_c,30880,595978
V10_c,30920,301491
V10_c,30960,305764
V10_c,31000,239359
V10_c,31040,405759
V10_c,31080,241640
V10_c,31120,343520
V10_c,31160,238437
V10_c,31200,286038
V10_c,31240,221559
V10_c,31280,299503
V10_c,31320,239359
V10_c,31360,301362
V10_c,31400,349541
V10_c,31440,475415
V10_c,31480,324493
V10_c,31520,481007
V10_c,31560,413813
V10_c,31600,380404
V10_c,31640,260714
V10_c,31680,320737
V10_c,31720,280495
V10_c,31760,370954
V10_c,31800,239667
V10_c,31840,286817
V10_c,31880,228724
V10_c,31920,308441
V10_c,31960,228767
V10_c,32000,262555
V10_c,32040,292436
V10_c,32080,302584
V10_c,32120,261135
V10_c,32160,372123
V10_c,32200,3654640
V10_c,32240,16124534
V10_c,32280,18958045
V10_c,32320,10230307
V10_c,32360,5326477
V10_c,32400,7412519
V10_c,32440,3473431
V10_c,32480,1139945
V10_c,32520,1549252
V10_c,32560,1351522
V10_c,32600,678589
V10_c,32640,896331
V10_c,32680,452356
V10_c,32720,430088
V10_c,32760,351543
V10_c,32800,424798
V10_c,32840,312138
V10_c,32880,559727
V10_c,32920,2948009
V10_c,32960,5626172
V10_c,33000,3696702
V10_c,33040,1601794
V10_c,33080,1204909
V10_c,33120,1329530
V10_c,33160,734623
V10_c,33200,445987
V10_c,33240,301940
V10_c,33280,505377
V10_c,33320,1170207
V10_c,33360,3171230
V10_c,33400,10673361
V10_c,33440,17742679
V10_c,33480,14330383
V10_c,33520,5484844
V10_c,33560,2332351
V10_c,33600,2369560
V10_c,33640,1104798
V10_c,33680,1307589
V10_c,33720,575988
V10_c,33760,774732
V10_c,33800,1354720
V10_c,33840,1375345
V10_c,33880,936144
V10_c,33920,1959017
V10_c,33960,8989605
V10_c,34000,18783713
V10_c,34040,26648725
V10_c,34080,24354184
V10_c,34120,12644830
V10_c,34160,3015626
V10_c,34200,2674487
V10_c,34240,741063
V10_c,34280,691873
V10_c,34320,549867
V10_c,34360,255902
V10_c,34400,369217
V10_c,34440,321945
V10_c,34480,340019
V10_c,34520,222422
V10_c,34560,309248
V10_c,34600,244771
V10_c,34640,299987
V10_c,34680,218861
V10_c,34720,304638
V10_c,34760,246695
V10_c,34800,327256
V10_c,34840,288565
V10_c,34880,428764
V10_c,34920,358717
V10_c,34960,381943
V10_c,35000,280149
V10_c,35040,468851
V10_c,35080,357590
V10_c,35120,405068
V10_c,35160,340662
V10_c,35200,413825
V10_c,35240,256943
V10_c,35280,341608
V10_c,35320,290543
V10_c,35360,347871
V10_c,35400,254984
V10_c,35440,351374
V10_c,35480,256577
V10_c,35520,288231
V10_c,35560,219629
V10_c,35600,323279
V10_c,35640,227656
V10_c,35680,271788
V10_c,35720,226426
V10_c,35760,312089
V10_c,35800,230137
V10_c,35840,278699
V10_c,35880,223405
V10_c,35920,294306
V10_c,35960,242835
V10_c,36000,283016
V10_c,36040,285652
V10_c,36080,304682
V10_c,36120,245200
V10_c,36160,292685
V10_c,36200,203915
V10_c,36240,293995
V10_c,36280,238248
V10_c,36320,283532
V10_c,36360,188715
V10_c,36400,267955
V10_c,36440,233175
V10_c,36480,258867
V10_c,36520,195022
V10_c,36560,269722
V10_c,36600,212423
V10_c,36640,248364
V10_c,36680,184926
V10_c,36720,275799
V10_c,36760,218217
V10_c,36800,265982
V10_c,36840,196745
V10_c,36880,258926
V10_c,36920,223987
V10_c,36960,272602
V10_c,37000,193490
V10_c,37040,341709
V10_c,37080,205070
V10_c,37120,296648
V10_c,37160,237956
V10_c,37200,263274
V10_c,37240,254481
V10_c,37280,359440
V10_c,37320,323870
V10_c,37360,355559
V10_c,37400,297460
V10_c,37440,395232
V10_c,37480,309080
V10_c,37520,387743
V10_c,37560,326744
V10_c,37600,390902
V10_c,37640,247862
V10_c,37680,279191
V10_c,37720,234545
V10_c,37760,331563
V10_c,37800,250252
V10_c,37840,292686
V10_c,37880,243163
V10_c,37920,326615
V10_c,37960,245570
V10_c,38000,271719
V10_c,38040,282127
V10_c,38080,275505
V10_c,38120,220711
V10_c,38160,261332
V10_c,38200,190098
V10_c,38240,280666
V10_c,38280,227763
V10_c,38320,276195
V10_c,38360,194961
V10_c,38400,274792
V10_c,38440,182697
V10_c,38480,948135
V10_c,38520,266864
V10_c,38560,339969
V10_c,38600,260055
V10_c,38640,298402
V10_c,38680,213864
V10_c,38720,296561
V10_c,38760,232533
V10_c,38800,271105
V10_c,38840,202773
V10_c,38880,274952
V10_c,38920,223815
V10_c,38960,270511
V10_c,39000,198788
V10_c,39040,367728
V10_c,39080,234535
V10_c,39120,374058
V10_c,39160,284390
V10_c,39200,354875
V10_c,39240,279956
V10_c,39280,390281
V10_c,39320,260558
V10_c,39360,297834
V10_c,39400,1726557
V10_c,39440,11917969
V10_c,39480,18182165
V10_c,39520,10661101
V10_c,39560,4987536
V10_c,39600,4129241
V10_c,39640,2570585
V10_c,39680,1174267
V10_c,39720,1401952
V10_c,39760,1343485
V10_c,39800,858722
V10_c,39840,1075905
V10_c,39880,1612728
V10_c,39920,783739
V10_c,39960,835512
V10_c,40000,533417
V10_c,40040,1371894
V10_c,40080,1527089
V10_c,40120,2769445
V10_c,40160,7132463
V10_c,40200,11103763
V10_c,40240,8945151
V10_c,40280,7325323
V10_c,40320,904157
V10_c,40360,801735
V10_c,40400,468276
V10_c,40440,353399
V10_c,40480,453797
V10_c,40520,448394
V10_c,40560,901609
V10_c,40600,576153
V10_c,40640,736066
V10_c,40680,1446296
V10_c,40720,662169
V10_c,40760,696006
V10_c,40800,1537232
V10_c,40840,551869
V10_c,40880,565171
V10_c,40920,552519
V10_c,40960,513941
V10_c,41000,320177
V10_c,41040,479839
V10_c,41080,320117
V10_c,41120,389800
V10_c,41160,331700
V10_c,41200,360628
V10_c,41240,282390
V10_c,41280,366909
V10_c,41320,275443
V10_c,41360,360640
V10_c,41400,238733
V10_c,41440,322947
V10_c,41480,348772
V10_c,41520,514906
V10_c,41560,320136
V10_c,41600,526024
V10_c,41640,563582
V10_c,41680,508425
V10_c,41720,788307
V10_c,41760,727596
V10_c,41800,859878
V10_c,41840,970574
V10_c,41880,589412
V10_c,41920,752469
V10_c,41960,752146
V10_c,42000,585758
V10_c,42040,584027
V10_c,42080,667388
V10_c,42120,359403
V10_c,42160,423023
V10_c,42200,359790
V10_c,42240,470932
V10_c,42280,364260
V10_c,42320,459517
V10_c,42360,566129
V10_c,42400,557440
V10_c,42440,389696
V10_c,42480,407221
V10_c,42520,256253
V10_c,42560,352752
V10_c,42600,263593
V10_c,42640,309451
V10_c,42680,205240
V10_c,42720,311634
V10_c,42760,248787
V10_c,42800,306654
V10_c,42840,243138
V10_c,42880,351505
V10_c,42920,1822589
V10_c,42960,4272893
V10_c,43000,4504213
V10_c,43040,2281441
V10_c,43080,573022
V10_c,43120,697105
V10_c,43160,1493634
V10_c,43200,1846278
V10_c,43240,1073626
V10_c,43280,1377335
V10_c,43320,431813
V10_c,43360,928473
V10_c,43400,1215621
V10_c,43440,3191314
V10_c,43480,5573294
V10_c,43520,2226800
V10_c,43560,352100
V10_c,43600,451743
V10_c,43640,262152
V10_c,43680,319095
V10_c,43720,277035
V10_c,43760,415970
V10_c,43800,408613
V10_c,43840,486304
V10_c,43880,413174
V10_c,43920,468641
V10_c,43960,334508
V10_c,44000,403565
V10_c,44040,451244
V10_c,44080,496763
V10_c,44120,451000
V10_c,44160,483415
V10_c,44200,302849
V10_c,44240,341290
V10_c,44280,294120
V10_c,44320,363108
V10_c,44360,519768
V10_c,44400,717746
V10_c,44440,667570
V10_c,44480,510342
V10_c,44520,1309712
V10_c,44560,543111
V10_c,44600,851118
V10_c,44640,749538
V10_c,44680,318977
V10_c,44720,526549
V10_c,44760,545748
V10_c,44800,726352
V10_c,44840,438047
V10_c,44880,559692
V10_c,44920,373270
V10_c,44960,422539
V10_c,45000,266170
V10_c,45040,437376
V10_c,45080,290138
V10_c,45120,435640
V10_c,45160,353254
V10_c,45200,423274
V10_c,45240,300344
V10_c,45280,404722
V10_c,45320,336252
V10_c,45360,396582
V10_c,45400,306206
V10_c,45440,469297
V10_c,45480,725254
V10_c,45520,1381181
V10_c,45560,3232824
V10_c,45600,1709706
V10_c,45640,605677
V10_c,45680,624291
V10_c,45720,526420
V10_c,45760,477067
V10_c,45800,324092
V10_c,45840,379795
V10_c,45880,429022
V10_c,45920,543192
V10_c,45960,384265
V10_c,46000,351731
V10_c,46040,291113
V10_c,46080,303329
V10_c,46120,238201
V10_c,46160,279354
V10_c,46200,205041
V10_c,46240,283746
V10_c,46280,242670
V10_c,46320,287647
V10_c,46360,254815
V10_c,46400,395384
V10_c,46440,424131
V10_c,46480,365278
V10_c,46520,297452
V10_c,46560,342261
V10_c,46600,229622
V10_c,46640,287417
V10_c,46680,209213
V10_c,46720,269417
V10_c,46760,407952
V10_c,46800,1448985
V10_c,46840,3276778
V10_c,46880,3643263
V10_c,46920,4253555
V10_c,46960,5940144
V10_c,47000,6753812
V10_c,47040,5621913
V10_c,47080,5472875
V10_c,47120,5479087
V10_c,47160,5690260
V10_c,47200,2486865
V10_c,47240,2281971
V10_c,47280,3020490
V10_c,47320,2692791
V10_c,47360,3841161
V10_c,47400,4716231
V10_c,47440,5037730
V10_c,47480,4813439
V10_c,47520,3501825
V10_c,47560,2939326
V10_c,47600,2790847
V10_c,47640,1873134
V10_c,47680,1286340
V10_c,47720,884540
V10_c,47760,645743
V10_c,47800,814928
V10_c,47840,5110932
V10_c,47880,6068052
V10_c,47920,5837234
V10_c,47960,4186276
V10_c,48000,4892623
V10_c,48040,3991587
V10_c,48080,3941692
V10_c,48120,2369538
V10_c,48160,3902261
V10_c,48200,4981161
V10_c,48240,5027551
V10_c,48280,5025238
V10_c,48320,3353575
V10_c,48360,1797301
V10_c,48400,640819
V10_c,48440,436604
V10_c,48480,582532
V10_c,48520,316894
V10_c,48560,377131
V10_c,48600,352347
V10_c,48640,413271
V10_c,48680,376621
V10_c,48720,1056365
V10_c,48760,622031
V10_c,48800,567117
V10_c,48840,589289
V10_c,48880,759849
V10_c,48920,604466
V10_c,48960,555473
V10_c,49000,471733
V10_c,49040,756644
V10_c,49080,773704
V10_c,49120,830932
V10_c,49160,588718
V10_c,49200,690609
V10_c,49240,1187225
V10_c,49280,897578
V10_c,49320,705829
V10_c,49360,1579204
V10_c,49400,782758
V10_c,49440,478863
V10_c,49480,757424
V10_c,49520,670412
