Time_s,F0_Hz
0.016548,0
0.020715,0
0.024882,0
0.029048,0
0.033215,0
0.037382,0
0.041548,0
0.045715,0
0.049882,0
0.054048,0
0.058215,0
0.062382,0
0.066548,0
0.070715,0
0.074882,0
0.079048,0
0.083215,0
0.087382,0
0.091548,0
0.095715,0
0.099882,0
0.104048,0
0.108215,0
0.112382,0
0.116548,0
0.120715,0
0.124882,0
0.129048,0
0.133215,0
0.137382,0
0.141548,0
0.145715,0
0.149882,0
0.154048,0
0.158215,0
0.162382,0
0.166548,0
0.170715,0
0.174882,0
0.179048,0
0.183215,0
0.187382,0
0.191548,0
0.195715,0
0.199882,0
0.204048,0
0.208215,0
0.212382,0
0.216548,0
0.220715,0
0.224882,0
0.229048,0
0.233215,0
0.237382,0
0.241548,0
0.245715,0
0.249882,0
0.254048,0
0.258215,0
0.262382,0
0.266548,0
0.270715,0
0.274882,0
0.279048,0
0.283215,0
0.287382,0
0.291548,0
0.295715,0
0.299882,0
0.304048,0
0.308215,0
0.312382,0
0.316548,0
0.320715,0
0.324882,0
0.329048,0
0.333215,0
0.337382,0
0.341548,0
0.345715,0
0.349882,0
0.354048,0
0.358215,0
0.362382,0
0.366548,0
0.370715,0
0.374882,0
0.379048,0
0.383215,0
0.387382,0
0.391548,0
0.395715,0
0.399882,0
0.404048,0
0.408215,0
0.412382,0
0.416548,0
0.420715,0
0.424882,0
0.429048,0
0.433215,0
0.437382,0
0.441548,0
0.445715,0
0.449882,0
0.454048,0
0.458215,0
0.462382,0
0.466548,0
0.470715,0
0.474882,0
0.479048,0
0.483215,0
0.487382,0
0.491548,0
0.495715,0
0.499882,0
0.504048,0
0.508215,0
0.512382,0
0.516548,0
0.520715,0
0.524882,0
0.529048,0
0.533215,0
0.537382,0
0.541548,0
0.545715,0
0.549882,0
0.554048,0
0.558215,0
0.562382,0
0.566548,0
0.570715,0
0.574882,0
0.579048,0
0.583215,0
0.587382,0
0.591548,0
0.595715,0
0.599882,0
0.604048,0
0.608215,0
0.612382,0
0.616548,0
0.620715,0
0.624882,0
0.629048,0
0.633215,0
0.637382,0
0.641548,0
0.645715,0
0.649882,0
0.654048,0
0.658215,0
0.662382,0
0.666548,0
0.670715,0
0.674882,0
0.679048,0
0.683215,0
0.687382,0
0.691548,0
0.695715,0
0.699882,0
0.704048,0
0.708215,0
0.712382,0
0.716548,0
0.720715,0
0.724882,0
0.729048,0
0.733215,0
0.737382,0
0.741548,0
0.745715,0
0.749882,0
0.754048,0
0.758215,0
0.762382,0
0.766548,0
0.770715,0
0.774882,0
0.779048,0
0.783215,0
0.787382,0
0.791548,0
0.795715,0
0.799882,0
0.804048,0
0.808215,0
0.812382,0
0.816548,0
0.820715,0
0.824882,0
0.829048,0
0.833215,0
0.837382,0
0.841548,0
0.845715,0
0.849882,0
0.854048,0
0.858215,0
0.862382,0
0.866548,0
0.870715,0
0.874882,0
0.879048,0
0.883215,0
0.887382,0
0.891548,0
0.895715,0
0.899882,0
0.904048,0
0.908215,0
0.912382,0
0.916548,0
0.920715,0
0.924882,0
0.929048,0
0.933215,0
0.937382,0
0.941548,0
0.945715,0
0.949882,0
0.954048,0
0.958215,0
0.962382,0
0.966548,0
0.970715,0
0.974882,0
0.979048,0
0.983215,0
0.987382,0
0.991548,0
0.995715,0
0.999882,0
1.004048,0
1.008215,0
1.012382,0
1.016548,0
1.020715,0
1.024882,0
1.029048,0
1.033215,0
1.037382,0
1.041548,0
1.045715,0
1.049882,0
1.054048,0
1.058215,0
1.062382,0
1.066548,0
1.070715,0
1.074882,0
1.079048,0
1.083215,0
1.087382,0
1.091548,0
1.095715,0
1.099882,0
1.104048,0
1.108215,0
1.112382,0
1.116548,0
1.120715,0
1.124882,0
1.129048,0
1.133215,0
1.137382,0
1.141548,0
1.145715,0
1.149882,0
1.154048,0
1.158215,0
1.162382,0
1.166548,0
1.170715,0
1.174882,0
1.179048,0
1.183215,0
1.187382,0
1.191548,0
1.195715,0
1.199882,0
1.204048,0
1.208215,0
1.212382,0
1.216548,0
1.220715,0
1.224882,0
1.229048,0
1.233215,0
1.237382,0
1.241548,0
1.245715,0
1.249882,0
1.254048,0
1.258215,0
1.262382,0
1.266548,0
1.270715,0
1.274882,0
1.279048,0
1.283215,0
1.287382,0
1.291548,0
1.295715,0
1.299882,0
1.304048,0
1.308215,0
1.312382,0
1.316548,0
1.320715,0
1.324882,0
1.329048,0
1.333215,0
1.337382,0
1.341548,0
1.345715,0
1.349882,0
1.354048,0
1.358215,0
1.362382,0
1.366548,0
1.370715,0
1.374882,0
1.379048,0
1.383215,0
1.387382,0
1.391548,0
1.395715,0
1.399882,0
1.404048,0
1.408215,0
1.412382,0
1.416548,0
1.420715,0
1.424882,0
1.429048,0
1.433215,0
1.437382,0
1.441548,0
1.445715,0
1.449882,0
1.454048,0
1.458215,0
1.462382,0
1.466548,0
1.470715,0
1.474882,0
1.479048,0
1.483215,0
1.487382,0
1.491548,0
1.495715,0
1.499882,0
1.504048,0
1.508215,0
1.512382,0
1.516548,0
1.520715,0
1.524882,0
1.529048,0
1.533215,0
1.537382,0
1.541548,0
1.545715,0
1.549882,0
1.554048,0
1.558215,0
1.562382,0
1.566548,0
1.570715,0
1.574882,0
1.579048,0
1.583215,0
1.587382,0
1.591548,0
1.595715,0
1.599882,0
1.604048,0
1.608215,0
1.612382,0
1.616548,0
1.620715,0
1.624882,0
1.629048,0
1.633215,0
1.637382,0
1.641548,0
1.645715,0
1.649882,0
1.654048,0
1.658215,0
1.662382,0
1.666548,0
1.670715,0
1.674882,0
1.679048,0
1.683215,0
1.687382,0
1.691548,0
1.695715,0
1.699882,0
1.704048,0
1.708215,0
1.712382,0
1.716548,0
1.720715,0
1.724882,0
1.729048,0
1.733215,0
1.737382,0
1.741548,0
1.745715,0
1.749882,0
1.754048,0
1.758215,0
1.762382,0
1.766548,0
1.770715,0
1.774882,0
1.779048,0
1.783215,0
1.787382,0
1.791548,0
1.795715,0
1.799882,0
1.804048,0
1.808215,0
1.812382,0
1.816548,0
1.820715,0
1.824882,0
1.829048,0
1.833215,0
1.837382,0
1.841548,0
1.845715,0
1.849882,0
1.854048,0
1.858215,0
1.862382,0
1.866548,0
1.870715,0
1.874882,0
1.879048,0
1.883215,0
1.887382,0
1.891548,0
1.895715,0
1.899882,0
1.904048,0
1.908215,0
1.912382,0
1.916548,0
1.920715,0
1.924882,0
1.929048,0
1.933215,0
1.937382,0
1.941548,0
1.945715,0
1.949882,0
1.954048,0
1.958215,0
1.962382,0
1.966548,0
1.970715,0
1.974882,0
1.979048,0
1.983215,0
1.987382,0
1.991548,0
1.995715,0
1.999882,0
2.004048,0
2.008215,0
2.012382,0
2.016548,0
2.020715,0
2.024882,0
2.029048,0
2.033215,0
2.037382,0
2.041548,0
2.045715,0
2.049882,0
2.054048,0
2.058215,0
2.062382,0
2.066548,0
2.070715,0
2.074882,0
2.079048,0
2.083215,0
2.087382,0
2.091548,0
2.095715,0
2.099882,0
2.104048,0
2.108215,0
2.112382,0
2.116548,0
2.120715,0
2.124882,0
2.129048,0
2.133215,0
2.137382,0
2.141548,0
2.145715,0
2.149882,0
2.154048,0
2.158215,0
2.162382,0
2.166548,0
2.170715,0
2.174882,0
2.179048,0
2.183215,0
