"","begintimes","endtimes","gesture_type","hand","gesture_duration","gesturesid","ppn","sfeat_envaccpeaksd","sfeat_envaccpeaks","sfeat_maxenvacc","sfeat_maxenvvel","sfeat_maxenv","sfeat_meanf","sfeat_maxf0","kfeat_wristindexdistanceright","kfeat_wristindexdistanceleft","kfeat_thumbindexdistanceright","kfeat_thumbindexdistanceleft","kfeat_wristwidthleftright","kfeat_wristheightright","kfeat_wristheightleft","kfeat_timetospeedright","kfeat_timetospeedleft","kfeat_avjerkright","kfeat_avjerkleft","kfeat_peakswristright","kfeat_peakswristleft","kfeat_maxspeedelbowright","kfeat_maxspeedelbowleft","kfeat_maxaccwristright","kfeat_maxaccwristleft","kfeat_maxspeedwristright","kfeat_maxspeedwristleft"
"202",294071,295781,"iconic-deictic","right",1710,"event_code202","V07",4.111,0.00584795321637427,87.46155037,2.915009336,0.680036783,146.606367929825,205.820263,0.137141743479737,0.29435034797622,0.031652067208677,0.0203989598512835,0.231759453687357,-0.0632277546411428,-0.0594029967665548,0.304093567251462,0.0935672514619883,45.3925216179236,40.2901568724064,12,12,95.2435191494095,106.959345358598,79.8076529031261,66.7995182303699,133.363652630516,156.885316305103
"203",295781,297351,"iconic-deictic","right",1570,"event_code203","V07",4,0.00573248407643312,94.2677504,3.731001726,0.586106709,185.59560647541,220.204859,0.133443482343371,0.120182640352038,0.0525694351639769,0.0971866662472707,0.203918517375591,-0.0637938610212655,-0.060971623616206,0.968152866242038,0.0764331210191083,28.7201950278287,29.8996344716225,12,12,77.1914399728788,80.7736356161781,49.4839016851732,52.4307555160914,98.0375042503467,119.568306466922
"204",297351,298930,"iconic","right",1579,"event_code204","V07",4,0.00633312222925903,83.86511824,4.474075046,0.665424874,180.583604769912,210.564108,0.075366850396669,0.0374164608774936,0.0248613863622487,0.0317920718647672,0.222883626554607,-0.056376047600839,-0.0515489793132224,0.861304623179227,0.861304623179227,33.1498160115999,34.1903988333661,12,10,96.1780244730471,152.202926067205,58.3480204740039,91.2767897184974,158.098058382937,221.920254524005
"205",303691,305431,"iconic","right",1740,"event_code205","V07",5.143,0.00459770114942529,76.30252489,3.375756643,0.757346506,181.728119292929,280.95347,0.0733744260487465,0.0589873295517468,0.0285834467459194,0.0482679639880375,0.191940731224896,-0.155274491035629,-0.156132024073352,0.252873563218391,0.827586206896552,23.083596211419,22.8478329515495,10,9,80.120969661271,122.389110849756,55.86261724246,52.2891951336269,119.968559417201,154.275050200681
"206",306081,307470,"iconic-deictic","right",1389,"event_code206","V07",3.714,0.00575953923686105,67.94008385,3.151598335,0.641851812,177.372472869159,216.889437,0.108969899734565,0.105838960736033,0.0176594802262785,0.0894486471551207,0.158692375262108,-0.0973318375168826,-0.0981443787523924,0.230381569474442,0.403167746580274,32.1695546173171,32.2378145937499,9,11,92.0306056157058,90.8894399154464,62.5904571962545,52.5435311945426,107.250050924519,117.524957454429
"207",307470,308010,"iconic-deictic","right",540,"event_code207","V07",3.667,0.00740740740740741,83.3370472,4.637863198,0.693027903,164.180945253521,211.648886,0.155180897401322,0.114771705052636,0.0728785823985928,0.0587734653407095,0.0416179467833172,-0.0903788234527018,-0.0807488388198884,0.296296296296296,0.148148148148148,17.8172586961068,17.5619154777315,3,4,80.8810270588661,61.5516728297741,33.4604003646526,25.2756394864628,76.6388182719742,70.9815156031917
"208",308010,308900,"deictic","right",890,"event_code208","V07",7.5,0.00337078651685393,60.10100482,2.05779283,0.618529011,148.445262204082,210.920772,0.138082241622839,0.142136553663293,0.0469962454725815,0.0311798351949226,0.0534885363514953,-0.0697183478613891,-0.0969014531617325,0.269662921348315,0.584269662921348,24.2730508595471,17.4646733354677,4,6,93.8653682719654,89.6692327752421,71.9763399826329,33.0651481926786,166.637081773665,82.6764209339038
"209",308900,309781,"deictic","right",881,"event_code209","V07",6,0.00340522133938706,102.7440701,4.356703471,0.584570457,159.316414303371,203.190949,0.195422836580183,0.202776887673532,0.0299385057930777,0.0492771041072243,0.014378100594169,-0.0678193202628479,-0.0959415377504782,0.317820658342792,0.36322360953462,30.1500249892695,21.1617051761912,7,6,92.8704977870941,94.5329960545548,73.7119309446588,50.3860768241396,166.963400552641,121.923260428346
"210",309791,310560,"iconic-deictic","right",769,"event_code210","V07",4.333,0.00520156046814044,27.63597593,1.039091001,0.392653737,160.741761181818,193.398988,0.0321154007505875,0.0611880810339238,0.0557651679083573,0.0868461007590848,0.275479481350854,-0.0815883800740801,-0.220646688645644,0.832249674902471,0.260078023407022,31.3180077163739,42.8884660923852,6,6,72.1033199344443,106.319515034124,73.2605175147291,53.6726199155673,142.547905644592,125.824481593276
"211",316904,319234,"move","right",2330,"event_code211","V07",4.417,0.0055793991416309,71.46543779,3.423381959,0.683855702,192.001453306306,274.455977,0.091710666859202,0.0832690415018587,0.075694573073349,0.0713259246845434,0.251598897837987,-0.335706212052639,-0.342005731400288,0.600858369098712,0.600858369098712,11.0102940355861,11.3660175357241,17,16,38.665605590685,61.6410482274793,20.7623691386362,25.9289832255244,48.3892930364218,68.1878283805565
"212",320440,322530,"iconic-beat","right",2090,"event_code212","V07",4.2,0.00526315789473684,81.05473746,3.486058359,0.633663742,165.157163064865,223.108369,0.0863053357986103,0.0655901784742802,0.0158643240880727,0.0585039009945354,0.230298790596819,-0.192342622749095,-0.179345121360683,0.803827751196172,0.421052631578947,32.7238982269236,33.4277906928506,15,15,105.834841848524,119.079312452883,84.8371987828499,67.2467284585307,155.425285703896,138.066687584361
"213",322540,323400,"iconic","right",860,"event_code213","V07",4.25,0.00581395348837209,62.93632991,2.817144326,0.580988161,161.417706764706,216.649018,0.130966559396072,0.0642861715673182,0.0387929003532315,0.0539497340424946,0.18715961960739,-0.188947607578138,-0.177429458677653,0.418604651162791,0.697674418604651,21.1371286887919,29.7409078095504,4,5,81.9985435165781,108.740257238209,39.2312834902372,62.8495062053603,97.2982357076179,160.588164849181
"214",328564,331094,"move","right",2530,"event_code214","V07",4.154,0.00553359683794466,55.74981751,2.091272347,0.579104118,165.626895709677,222.108388,0.103648174022213,0.0832731687124125,0.0621151926382794,0.0573784158891028,0.25117540466859,-0.34178828948007,-0.345058391788464,0.964426877470356,0.632411067193676,8.02773563655354,8.90488583140271,19,17,29.1877482497228,42.7037899585973,16.3920781292644,22.569873270463,36.7793566012875,52.4426501883484
"215",340730,343290,"iconic","right",2560,"event_code215","V07",5.455,0.0046875,80.53606692,2.767259545,0.634032006,152.771284948718,208.43166,0.104384695505852,0.142326872247182,0.0600031371359146,0.0251642633666193,0.253373070725987,-0.0972880521406126,-0.0944570283590439,0.125,0.125,24.9010676031273,26.2384590742778,15,16,124.25727040896,141.173558851364,80.4839347464387,102.704449417564,205.209800535056,199.822214587767
"216",343300,344350,"iconic-deictic","right",1050,"event_code216","V07",4,0.00571428571428571,63.50057643,2.407920473,0.587124016,153.337493203704,222.305416,0.126728151546047,0.0886971168896123,0.0140803396194961,0.0748963047793865,0.249696722190574,-0.0938773139232942,-0.10016479239018,0.838095238095238,0.19047619047619,11.7668786907988,14.0991645357767,8,5,40.5601855866742,59.2755453205337,21.3243306403217,31.2832977550562,58.4495255519797,70.9547783899849
"217",344360,345470,"iconic","right",1110,"event_code217","V07",4,0.00540540540540541,105.5157579,3.228306661,0.635352391,163.920263079646,235.355226,0.143898202685468,0.0703243083290344,0.060024710290676,0.0274100916286224,0.0787630198243409,-0.0829734451976015,-0.0719818701762197,0.468468468468468,0.0720720720720721,42.5437585880718,32.1420188910067,7,7,84.2351946070836,71.6442085510904,71.4584315207019,58.2189531503799,183.749648544506,132.849326664101
"218",345470,347030,"iconic","right",1560,"event_code218","V07",3.875,0.00576923076923077,69.55097525,3.135943244,0.569625529,153.002382009091,213.655709,0.0671978578185732,0.252523302053672,0.0201905022516599,0.0143858590476527,0.112981103142064,0.00851396362180579,0.00963221175287088,0.794871794871795,0.948717948717949,28.2307771612779,29.6831941138753,10,9,70.7553728703952,79.1885513548616,59.730301360543,60.52395785108,134.696848802187,155.626869681693
"219",347650,349190,"iconic","right",1540,"event_code219","V07",4.25,0.00584415584415584,86.75704685,3.210978325,0.674084756,146.409802388889,171.029003,0.0657215922356119,0.0410997118856678,0.0771010958735749,0.0294496408769784,0.25964125585712,-0.129418296690458,-0.0996149372748716,0.883116883116883,0.883116883116883,28.8824875925693,44.6500833753049,11,10,89.6405249722692,143.980826923395,47.9430331677936,86.5236518767137,128.273406607138,234.603748967942
"220",370020,371080,"deictic","right",1060,"event_code220","V07",4.25,0.00471698113207547,61.38739778,2.922199181,0.536696874,158.038658013889,200.122848,0.0945440936533365,0.252563544112341,0.0339120554983931,0.0405066753229435,0.212622405416943,-0.209833504442046,-0.219633413173768,0.452830188679245,0.339622641509434,22.8303033717245,33.6828457553999,7,8,59.0147947916203,87.3980666549594,44.3457762000899,49.8182472431915,86.638922649553,117.429689825659
"221",371090,374040,"iconic-beat","right",2950,"event_code221","V07",5.077,0.00474576271186441,112.3971096,6.307591234,0.770113785,145.981075915493,209.22924,0.126992876537836,0.0481807699236761,0.0521424594130854,0.0317517841298947,0.0710780595917035,-0.175095900593271,-0.176754853612021,0.420338983050847,0.420338983050847,25.4530212228909,24.8995573324396,20,19,106.528604116405,126.395791251114,48.6526964471326,49.7305976130941,149.127528086621,160.464481523148
"222",374050,376130,"iconic","right",2080,"event_code222","V07",4.364,0.00576923076923077,119.1657338,5.226710857,0.755977903,133.918023857143,200.450405,0.102860043580004,0.0887226456888204,0.0222747392814382,0.0710967628504701,0.185094682969518,-0.0222107744855415,-0.0593992384786916,0.769230769230769,0.769230769230769,24.2769704786705,27.5546245758481,17,14,122.096423270132,118.282940577703,53.1557072342288,57.1963681506203,147.000630178543,142.756668399789
"223",376130,377410,"iconic","right",1280,"event_code223","V07",2.455,0.009375,28.58589351,0.614805488,0.01105859,151.806089008772,239.038753,0.0998751503352972,0.0593550704737451,0.0745212757070179,0.0231747736432333,0.190324642232411,-0.0355705264316794,-0.284377929091458,0.90625,0.875,22.3115441648139,28.956325271158,8,8,61.7661324859602,77.2551574325576,38.2453239547387,49.217620481739,126.447516969968,104.958989438781
"224",378150,379680,"iconic","right",1530,"event_code224","V07",4.25,0.00588235294117647,89.1531451,4.791090247,0.716531511,141.237305692857,202.216183,0.0654396052980097,0.122360979905026,0.0926222759155129,0.0165213842715995,0.246431419059229,-0.135025938752105,-0.0932833800356419,0.235294117647059,0.235294117647059,23.5409259078297,22.9076368401061,13,9,72.642327612507,76.9170405610708,44.2164953235312,39.8113972184525,89.47945851593,126.382326876608
"225",379680,383140,"iconic","right",3460,"event_code225","V07",4.611,0.00549132947976879,98.01602871,4.815430911,0.681398079,147.074049854331,210.681746,0.0844175955706744,0.0708578044143833,0.0381898551885694,0.0322979383045767,0.141991137842039,-0.085693480193245,-0.093265696941748,0.959537572254335,0.959537572254335,24.1613319798453,28.678035000288,23,22,84.3981933841757,150.817185423261,45.4024650969947,97.9041939944394,134.251886161373,228.784548764951
"226",386130,387750,"iconic","right",1620,"event_code226","V07",4.429,0.00493827160493827,127.123486,3.663977745,0.679852099,149.945359157895,163.159769,0.0312366515768816,0.108279514384228,0.0649105972038357,0.0356362678755317,0.15286546918903,-0.0847891436032318,-0.0793871449929252,0.246913580246914,0.246913580246914,27.4644768396476,25.6178380043096,11,9,111.866982282278,129.8408453905,105.170593890829,56.6376134015867,171.168490582668,164.851392818647
"227",387750,388370,"deictic","right",620,"event_code227","V07",4.5,0.00483870967741936,49.4820454,2.628482215,0.663748183,152.366920111111,157.274027,0.113249991169741,0.090159091332913,0.0217340578242156,0.0222113464290957,0.0813142816697763,-0.0662127471833068,-0.086295750248327,1.03225806451613,0.32258064516129,20.7082007249296,29.7347271586507,4,3,73.3293971870492,73.2069586083023,40.2751179458058,40.7862234128922,98.4225637467395,91.4895865903868
"228",388380,389320,"deictic","right",940,"event_code228","V07",3.75,0.00531914893617021,65.8294772,2.108397049,0.547420891,132.495669290323,156.150276,0.104113592177062,0.0143997928663835,0.0117555925183165,0.0314940924870707,0.127956799211992,-0.0595726981948503,-0.0816837712346787,0.0425531914893617,0.851063829787234,29.5210260746822,22.929024090971,4,6,100.334492906805,61.2864919897568,50.5414146803747,37.2861460489105,112.361542215024,90.5939829418422
"229",389760,391490,"iconic","right",1730,"event_code229","V07",4.333,0.00578034682080925,83.90006763,3.481327116,0.657255111,157.671767766667,179.195793,0.126067088563344,0.021738670474397,0.0558400773065036,0.0522837506145928,0.184987238970679,-0.0440078995948011,-0.0678568490645696,0.254335260115607,0.832369942196532,25.7860563786624,27.4640270388383,10,11,72.7401255448073,77.8474744559127,44.7224609813163,58.42659761424,115.071520174251,131.094309463622
"230",391610,394420,"iconic","right",2810,"event_code230","V07",4.923,0.00498220640569395,114.089696,5.515737803,0.702544184,141.237935484277,175.339635,0.0775463732335618,0.077907341652517,0.031051374008723,0.0140514754409285,0.230892034667639,-0.112804298620683,-0.343736364471233,0.0854092526690391,0.0569395017793594,16.3522077764519,17.1246270637555,18,19,53.9750098404688,87.5558769421615,72.2175942580354,31.9751772891884,121.584909266989,86.7576050659786
"231",394430,395980,"iconic","right",1550,"event_code231","V07",3.778,0.00645161290322581,120.6179385,4.952092098,0.567705688,140.040368469027,191.32241,0.1095213719812,0.0723752822675071,0.0146481267179716,0.0135468080348009,0.136654420693431,-0.0141749451218712,-0.321941300386448,0.748387096774194,0.541935483870968,21.6912382078929,23.7469691572762,11,10,99.4368524218462,67.9950120648944,49.9458038453637,37.943013838329,136.125188466889,76.7152937439899
"232",395980,397630,"iconic-beat","right",1650,"event_code232","V07",5,0.00484848484848485,80.05837871,4.004061661,0.631607299,146.33949442069,231.91079,0.0908069138989049,0.0681784484372437,0.0504921899385715,0.0180336411033546,0.125455303361481,-0.128781851764275,-0.326040545672338,0.727272727272727,0.0484848484848485,14.4276540437907,15.9324791302872,11,12,48.147033911592,57.8899294347036,27.0113889516994,23.015454210404,55.9668652708094,62.6561964673339
"233",397630,399970,"iconic","right",2340,"event_code233","V07",5.444,0.00427350427350427,96.02930483,4.465977191,0.68900731,168.867829827103,285.192263,0.109385965743079,0.0727205229285418,0.0209520558246566,0.012257115306939,0.137410585444594,-0.124467377565624,-0.340178066561023,0.478632478632479,0.871794871794872,17.3400888779918,14.0006895921417,14,18,62.7547253302455,54.8799631184269,40.0743316128108,35.5542482151229,85.8770437060358,68.8454705706821
"234",399970,401240,"iconic","right",1270,"event_code234","V07",4.6,0.0047244094488189,95.3295581,3.30628006,0.601515322,160.772210582524,269.853048,0.118005329803495,0.150641047656137,0.0564200955902489,0.0438743458275704,0.130518255147666,-0.0868741773568024,-0.163723207938724,0.818897637795276,0.755905511811024,22.2492693957907,29.4011190515558,8,8,106.713080507011,158.194200198236,48.0690087560076,84.9731638954575,160.327240620844,244.151370894213
"235",401240,405080,"iconic","right",3840,"event_code235","V07",4.45,0.00546875,88.26277585,3.952637002,0.646991204,142.480843673469,229.877501,0.15360104148467,0.122277989060162,0.0498226264313806,0.0450088429624276,0.0471118841202793,-0.0850051904660949,-0.101646221081693,0.5625,0.875,24.8663284067931,16.1126514257619,30,27,96.952102087879,62.6545820512333,60.9953607625801,39.0140799548913,132.211900927107,88.20132099297
"236",405090,406300,"iconic","right",1210,"event_code236","V07",3.833,0.00578512396694215,87.08803424,2.620005751,0.729011332,130.562221848485,153.449997,0.0663488149587152,0.0667713093188868,0.0604781111648578,0.0464809092049575,0.138931295282375,-0.123868713295449,-0.116934039997836,0.826446280991736,0.826446280991736,27.7805507380919,28.1890969711781,7,7,157.531174064105,188.508107123457,56.2669053346036,75.4193424179066,192.523585874565,222.502970969628
"237",412110,412830,"iconic","right",720,"event_code237","V07",4,0.00555555555555556,75.21223859,1.762411557,0.71423469,178.112291454545,190.551008,0.0531134360242498,0.0397184621938446,0.0407612354103969,0.0393572608140084,0.130753233159714,-0.1662541803828,-0.188302469043621,0.666666666666667,0.333333333333333,44.1787205258844,43.8651149219064,6,4,90.441701131986,84.5620622361027,53.7803947460556,88.8117135075388,137.441885943942,154.483729569845
"238",412840,414500,"iconic","right",1660,"event_code238","V07",5,0.00481927710843374,108.4575306,3.859192463,0.76000457,158.095132627907,203.254266,0.143560382907127,0.0805154842390379,0.0268221716953233,0.0195272889913785,0.118099396901035,-0.153567708770106,-0.152573928440629,0.072289156626506,0.072289156626506,31.2772774438577,32.5218279196165,11,12,67.5553102287927,87.8019982866479,64.9685385947869,72.6080046899469,113.306410066041,120.93225921397
"239",414500,415810,"iconic","right",1310,"event_code239","V07",5,0.00458015267175573,92.34868471,5.913040386,0.719209464,147.463942333333,166.100217,0.0232310861272679,0.251912116514541,0.055509081283003,0.0192298444039416,0.244277947692677,-0.0572366632237288,-0.0493598215991361,0.885496183206107,0.885496183206107,25.1058467096863,40.661247035704,9,10,98.6710021140017,146.947031873427,51.8434605524347,72.2170578554373,157.13750918967,209.41185438315
"240",416720,419060,"iconic","right",2340,"event_code240","V07",4.545,0.00512820512820513,79.19011061,4.543396647,0.872512137,142.610850382222,193.372058,0.117493241194393,0.0978666342629502,0.0708352104486994,0.00894705941878891,0.179674464448908,-0.168608655390869,-0.163757667873694,0.752136752136752,0.769230769230769,27.0396884836487,25.8038706784128,14,13,90.4515099259835,133.316776480186,70.9076166959441,71.0867797471133,172.129321107301,205.717202415057
"241",419060,420790,"iconic","right",1730,"event_code241","V07",5,0.00404624277456647,118.8588416,4.481664987,0.658985337,154.669129119718,198.419434,0.138303591766238,0.0575509438834318,0.0352505511291772,0.0311865917334356,0.221300295731549,-0.135307464607599,-0.140205412988417,0.508670520231214,0.92485549132948,23.7364400416028,34.3014877710448,12,11,61.4246624197904,103.08644561355,42.5295431810749,72.2587810378302,103.014550549939,126.306308687731
"242",422406,424126,"move","right",1720,"event_code242","V07",5.429,0.00465116279069767,82.4415084,3.93433786,0.744392878,155.163921775281,287.391891,0.0815987608551764,0.0674421556894221,0.0545903771914511,0.0242067860410241,0.261806969524978,-0.332714493487703,-0.341685721454786,0.0697674418604651,0.348837209302326,12.3578921941511,12.3974341988891,13,10,41.8902482626009,60.8705528120507,19.0038941775847,25.5901996606875,49.7432403320946,62.3673533569456
"243",431271,433131,"iconic","right",1860,"event_code243","V07",3.818,0.00645161290322581,72.43565219,4.298300929,0.601978852,191.194889211921,269.196763,0.143229764071719,0.0595587051913917,0.0256871455478144,0.0620152764320869,0.278041248057099,-0.00447172437904103,-0.333666170800802,0.774193548387097,0.752688172043011,17.6316110209677,24.2379432119819,11,13,90.064363148046,62.6696949557881,48.087673034803,61.2750939564699,128.642014579073,103.376648303981
"244",433141,434610,"iconic","right",1469,"event_code244","V07",4.286,0.00544588155207624,97.78443133,3.967179074,0.659456868,184.155824166667,261.865201,0.236773921956735,0.0567712607633521,0.0124550294381657,0.0470002138163938,0.272492986090672,-0.0991799993477402,-0.339314015711484,0.68073519400953,0.245064669843431,21.6490471111163,11.3709943977204,10,10,39.6203347767893,41.2951662852558,40.4642572210524,30.5130439294498,121.088163352204,52.5192503210364
"245",434620,435961,"iconic-deictic","right",1341,"event_code245","V07",4,0.00596569724086503,73.09475204,3.465303541,0.690365509,159.297266325,194.267378,0.160464155014455,0.0753111007724906,0.121165180498342,0.0400710435665406,0.300478166396946,-0.0358485439938283,-0.34152813033047,0.357941834451902,0.119313944817301,13.2468566577106,18.9573830992398,9,9,54.5822963263685,51.1746613571451,25.9134704910382,26.4928515920294,52.6596791161132,80.7109446013093
"246",435961,437321,"iconic","right",1360,"event_code246","V07",4.5,0.00514705882352941,44.35620601,2.330397936,0.598297417,166.841007892405,219.622548,0.108271680009919,0.508442625295648,0.0366234602546528,0.0349948066577913,0.302479225374403,-0.0335080524410297,-0.0848334754831277,0.441176470588235,0.411764705882353,21.4278492246384,31.217545513558,8,10,103.773194284965,101.14113080637,42.4249305333584,70.8440735298439,102.771126275384,187.652686653533
"247",437321,438350,"move","right",1029,"event_code247","V07",4,0.00485908649173955,127.9353102,4.465133191,0.778485973,189.734184163934,211.587678,0.051054262022802,0.141045704145924,0.0244542074245831,0.0499505142043517,0.152345735404749,-0.0695999470657946,-0.0323813709616062,0.932944606413994,0.777453838678329,27.2984853019271,25.3167464167931,7,7,81.4172615660444,76.9430755901131,32.1985846288693,33.044360358189,107.146609082882,90.5431259685317
"248",438361,439491,"iconic","right",1130,"event_code248","V07",4.5,0.00442477876106195,69.79611946,3.191675067,0.531385231,173.888361623377,206.410712,0.0767417095588704,0.133249889371024,0.0710427398595243,0.0150509790965458,0.0850991893293861,-0.152889009083742,-0.136362181918593,0.283185840707965,0.283185840707965,13.7754579781181,16.8789073351343,8,8,76.987599092712,81.1897283373031,22.4517553779519,39.3047176113132,51.4918511292349,68.2926190879343
"249",439491,442230,"iconic","right",2739,"event_code249","V07",4.769,0.00511135450894487,91.18306364,3.765195007,0.639396557,161.412905974138,208.244235,0.0277430616415622,0.103838076774083,0.0120641572694545,0.0142239094628739,0.108584310046776,0.116225571320545,-0.0322849109345857,0.715589631252282,0.657174151150055,39.6774188136257,40.7177836668827,18,19,95.7715594028235,118.696479594896,77.2137490093125,86.9250467573427,165.367158304297,172.960323982377
"250",442230,444360,"iconic","right",2130,"event_code250","V07",4.8,0.00516431924882629,92.23212249,4.284102071,0.636132565,148.717110883929,202.415338,0.0625567760939567,0.0715429953338681,0.0156553655809096,0.0456581862985481,0.0720428181012476,-0.0233253564476565,-0.0183114308709896,0.582159624413146,0.582159624413146,16.2179791300053,22.7562069398803,13,13,66.9299874638201,68.2130435542694,41.5872862994096,42.5316666230613,84.2892864402732,120.199580634366
"251",444360,445450,"iconic","right",1090,"event_code251","V07",4.25,0.00458715596330275,106.9263511,2.756714667,0.667347456,155.529462316327,179.062511,0.161058079782736,0.0650000820998224,0.114696862402453,0.0521446418807186,0.173828071195403,0.0521717580177077,0.00420735627816005,0.917431192660551,0.403669724770642,63.1159229863081,38.2303642952099,7,9,141.708137455246,111.989668598041,137.534876714078,88.5977476140205,340.796969192313,177.145003732023
"252",445450,447130,"iconic","right",1680,"event_code252","V07",5,0.00476190476190476,108.1056435,3.978742903,0.726208164,154.924175389423,198.139131,0.121980384562799,0.0850482447944355,0.0962186025026723,0.0442634896558247,0.169636578406196,0.025318610030472,-0.0842714335851438,0.0476190476190476,0.619047619047619,43.1839361223117,31.7348733135415,12,10,159.84095876065,86.6946872215206,184.184905453397,57.4219275196044,334.280170615465,124.449358013441
"253",447130,448940,"deictic-beat","right",1810,"event_code253","V07",5.714,0.00441988950276243,85.35323386,3.907162141,0.665245707,154.511164675926,204.952252,0.109212996247344,0.0632496861170995,0.0223806119365347,0.0534403004251662,0.288300131253603,0.022318480058606,-0.101200253502983,0.0441988950276243,0.0441988950276243,13.7544619192708,17.1398746462305,14,12,65.4392752039887,76.6053872834089,23.9682687783324,44.0795725882957,90.6354238618067,139.662605605896
"254",448940,450190,"iconic","right",1250,"event_code254","V07",4.333,0.0056,63.74837362,4.001463037,0.660413337,152.196268820144,197.515182,0.111554214721135,0.0699016846525361,0.0434968127650446,0.0585018354194531,0.254145239099681,0.00686439797410932,-0.113781643193186,0.448,0.064,8.62357586045392,13.989512392237,10,11,35.7884052772049,41.6048786190039,13.5020393691617,23.1292115352365,43.5097423501534,46.5942288919127
"255",450190,453310,"iconic","right",3120,"event_code255","V07",3.947,0.00641025641025641,96.35350029,3.606083944,0.535492496,168.929209614486,230.578142,0.0590169457586314,0.324087977603823,0.0353832251626819,0.0154138211203831,0.198943674947131,0.0280243931740552,-0.123751287551847,0.923076923076923,0.923076923076923,21.7858570790939,28.5207204511951,17,22,84.7413272365528,138.803292470297,49.3739148488471,97.7838362370585,139.748799855448,226.155956635284
"256",455230,456830,"iconic","right",1600,"event_code256","V07",4,0.005625,52.01154888,1.915198863,0.674075225,141.503740052941,211.484698,0.0425291925267757,0.0913910279668025,0.0589051940502398,0.0694139624122505,0.283574872804443,-0.119853395845244,-0.356581521908906,0.9,0.475,23.1813219180074,34.2498769696999,10,13,66.8525730290019,81.9496736235215,55.4399575790126,71.3281645797816,113.492877261619,141.224987826398
"257",459540,461110,"iconic","right",1570,"event_code257","V07",4.667,0.00445859872611465,116.6809349,5.191034204,0.764728663,148.7666985,181.747094,0.154881958321483,0.0685497925850823,0.0159212170662289,0.0149515335232081,0.286530236494593,-0.17712327012807,-0.346236998176319,0.840764331210191,0.89171974522293,22.5143619509423,16.3907078938221,13,11,51.1851854927654,45.6820304383742,41.748774876275,33.0854128124466,108.61024268756,82.833604413059
"258",461120,461940,"deictic","right",820,"event_code258","V07",3.75,0.00609756097560976,102.9552622,4.507095615,0.540894207,135.8310665,175.835866,0.160136777411183,0.085963884959381,0.0143810510203189,0.0129232709081483,0.304887726971271,-0.103233753502295,-0.347326957407317,0.439024390243902,0.341463414634146,17.9649963531993,15.8805612001741,6,4,69.4941538658307,61.451868181754,26.1011020862839,25.162567479987,82.359567943533,60.3896036519311
"259",461940,463010,"deictic","right",1070,"event_code259","V07",4,0.00560747663551402,79.75210851,2.465261292,0.577710775,142.187607081633,161.033034,0.0725205796718685,0.0665418024669129,0.0595736349013419,0.0426651781017399,0.279522380446227,-0.0709505899100956,-0.349237776232586,0.97196261682243,0.97196261682243,22.2863657472834,9.45003032064168,6,6,52.9645429673011,40.660667899544,35.9455670554011,19.4966220043923,99.4062084364814,86.8102330825093
"260",464250,465590,"iconic","right",1340,"event_code260","V07",4,0.00597014925373134,79.4897401,4.17330219,0.849152599,135.45567983908,159.093273,0.118187833198465,0.0848614511090224,0.0586152013901987,0.0215166113307836,0.198498861439821,-0.177959792965425,-0.156785796262724,0.26865671641791,0.17910447761194,21.5798995204543,30.151001102992,8,6,88.8545049699236,107.550689756553,51.9704273801643,64.9313926203959,125.154595658926,186.268482749352
"261",466140,468120,"iconic","right",1980,"event_code261","V07",3.667,0.00656565656565657,108.0780814,3.970561655,0.628910708,135.190677927835,195.147189,0.10492937951097,0.0342134099064327,0.0564644550727915,0.00804613454840497,0.261924295988593,-0.0677169795721312,-0.326775099779307,0.161616161616162,0.767676767676768,20.3692316523413,19.3834240292154,12,12,63.9476305766729,58.1521431824851,40.4454053982372,47.5877342066946,118.222460905702,70.8669238764404
"262",471750,472770,"move","right",1020,"event_code262","V07",3.8,0.00588235294117647,25.44628938,1.921941827,0.417478295,136.531995830303,290.040497,0.114849152113302,0.0361430643435057,0.0572019723641902,0.0200514517600823,0.257690798544769,-0.337053419245151,-0.321098959548888,0.352941176470588,0.431372549019608,14.313247338088,13.1807486257793,6,6,28.1802353879542,25.937286704776,16.8153187183326,14.8005773736988,49.8249940554053,44.3997498109135
"263",473650,474240,"move","right",590,"event_code263","V07",5.5,0.00508474576271186,16.15416283,1.132178856,0.402895377,126.501729651163,179.718633,0.110529285423707,0.0677865883440027,0.0100029362684147,0.00427275981373562,0.26412005830694,-0.3388763316703,-0.324014263012221,0.88135593220339,0.88135593220339,21.053486772438,27.6262814242997,4,4,56.1040725270345,62.1503714183627,43.0171484960679,57.3562729260484,119.817406317862,118.986915155746
"264",477200,480690,"iconic","right",3490,"event_code264","V07",4.471,0.00515759312320917,74.53836256,3.093830948,0.740504028,163.469004138568,236.177024,0.119468299932454,0.284965982426789,0.0178471891783726,0.0449768340972972,0.236035993977501,-0.146345539592296,-0.164200758393325,0.573065902578797,0.893982808022923,30.1022922365078,27.7511744919989,25,22,121.233338990947,119.146655207476,74.5020474960935,61.9867332638093,147.638294047417,172.213532666763
