"Begin Time - msec","End Time - msec","R.G.Left.Phrase",
6910,8780,"iconic-deictic"
8780,9900,"iconic"
9910,12240,"iconic"
12240,13200,"iconic"
13200,17670,"iconic"
17670,20320,"iconic-deictic"
20600,21320,"deictic"
21330,22650,"deictic"
34220,35650,"iconic-beat"
35650,36170,"discourse"
36170,38970,"iconic-beat"
77410,79950,"move"
80650,82910,"move"
111532,112562,"discourse"
176460,177120,"iconic"
190570,192510,"iconic-deictic"
195610,197520,"iconic"
206380,208780,"iconic"
211690,214180,"iconic-deictic"
227130,231570,"discourse"
234460,236470,"iconic"
249850,252390,"iconic"
255190,256580,"iconic"
257080,259340,"iconic"
266190,273530,"iconic"
293630,294860,"iconic"
294860,295940,"iconic"
295950,297270,"iconic"
297280,299420,"iconic"
305220,307290,"iconic"
307300,308810,"iconic"
352860,355370,"iconic"
357430,360380,"iconic"
362970,363590,"discourse"
379440,380590,"discourse"
405830,407650,"iconic"
407850,410650,"deictic"
420820,422296,"move"
427000,439120,"iconic"
600630,613970,"iconic"
624400,627340,"iconic"
627340,630930,"iconic"
630940,637200,"iconic-beat"
642190,644210,"iconic"
644210,645740,"iconic"
645740,646880,"move"
646880,651190,"iconic-beat"
651190,652530,"iconic"
652530,653670,"iconic"
653670,655520,"iconic"
655520,657330,"iconic"
660310,662630,"iconic"
662630,664140,"iconic"
686710,687570,"iconic"
687570,689990,"iconic"
691660,692640,"iconic"
702600,705000,"iconic-deictic"
705000,706500,"iconic"
706500,708910,"iconic"
727010,728000,"deictic"
728000,730730,"iconic"
782941,783881,"iconic"
783881,786131,"iconic"
786141,787851,"iconic"
790300,792911,"iconic"
804251,805501,"iconic-deictic"
805501,806901,"iconic"
806901,810640,"deictic"
810641,811900,"deictic"
811900,814261,"iconic"
814261,819611,"deictic"
819611,824510,"iconic"
830281,833970,"discourse"
839031,840471,"deictic"
869221,870100,"iconic"
870100,870990,"discourse"
870990,874710,"iconic"
876420,880080,"move"
881262,883142,"iconic"
883142,890982,"iconic"
890982,891732,"iconic"
891732,894072,"iconic"
894072,895222,"iconic"
895222,896062,"iconic"
896062,899280,"iconic-beat"
900890,906150,"iconic-beat"
906400,908990,"iconic"
909000,912070,"iconic"
912080,913660,"iconic"
913660,916000,"move"
916000,917230,"iconic"
917230,918180,"iconic"
918180,920030,"iconic"
920032,921722,"iconic"
921722,922392,"iconic"
922392,924360,"iconic"
926930,928390,"discourse"
971560,973490,"discourse"
984750,986390,"iconic"
986952,990822,"iconic"
994482,995952,"iconic"
998502,999152,"discourse"
1017382,1019202,"iconic"
1019202,1020172,"iconic"
1020172,1022482,"iconic-beat"
1022482,1023810,"iconic"
1071848,1072688,"move"
1112250,1114680,"discourse"
1119093,1121803,"deictic"
