"Begin Time - msec","End Time - msec","RG_RefNum_Right",
50360,52350,"25"
52360,53810,"27"
64360,65240,"38"
65250,68070,"40"
68070,70930,"44"
70930,71690,"45"
74460,77690,"46"
77690,78980,"47"
78980,81200,"48"
82250,83350,"54"
83350,85160,"55"
85160,86770,"57"
86770,87910,"58"
89960,92610,"59"
92610,93280,"61"
93280,94360,"62"
94360,95430,"63"
95440,96510,"65"
96510,98710,"67"
105290,110880,"73"
120710,123620,"83"
123620,126380,"88"
156700,158170,"106"
166520,171640,"112"
171650,173320,"121"
173320,174290,"124"
174290,175160,"125"
175170,175870,"127"
175870,176110,"127"
176110,176550,"127"
176550,177530,"127"
178410,179030,"128"
179030,180730,"130"
180730,181120,"133"
181130,183990,"133"
184330,185840,"134"
187150,188250,"137"
191290,193200,"143"
196335,197355,"146"
197355,199035,"149"
199035,200445,"149"
200445,201810,"150"
202015,204547,"153"
204547,206487,"no-affilliate (Treppen in der Uni)"
207017,209367,"156"
211417,212810,"164"
212817,214607,"167"
224741,225801,"181"
225801,228340,"182"
251150,252550,"196"
252560,254030,"197"
254040,255050,"200"
255050,255850,"203"
255850,256960,"206"
256960,258130,"207"
279830,281970,"218"
317800,318760,"242"
318760,327170,"244"
337250,343920,"250"
345620,349190,"259"
356550,360210,"267"
360210,363161,"271"
367465,369295,"277"
369295,373385,"280"
373385,374330,"284"
374330,378855,"286"
379565,380625,"288"
380625,385520,"289"
385527,388217,"295"
388217,389877,"296"
389887,398830,"298"
398830,401340,"311"
401340,406020,"315"
431680,432790,"360"
432800,433590,"362"
433590,437650,"365"
439600,441270,"371"
442320,444520,"374"
445820,447220,"377"
447220,449450,"383"
449560,451510,"384"
452690,457320,"392"
459990,463190,"404"
465910,468090,"413"
468270,469380,"417"
480890,483080,"429"
483080,484850,"435"
484850,486880,"438"
486880,487430,"439"
487430,488600,"443"
535041,538420,"479"
538420,540810,"483"
555961,556531,"491"
556531,558040,"492"
573560,574370,"506"
574370,575460,"509"
608010,610670,"523"
610670,613430,"526"
623820,625220,"538"
625220,627400,"540"
627400,629060,"543"
629060,632280,"545"
632280,635280,"548"
636020,637290,"550"
637291,642961,"no-affilliate (556)"
642970,644441,"556"
644441,645881,"557"
645900,648980,"560"
648980,650161,"563"
650161,652220,"566"
652220,654330,"568"
654330,656930,"572"
656930,659310,"577"
659310,661890,"579"
661890,662950,"583"
662950,665830,"586"
665830,666890,"587"
670676,673456,"592"
674636,683050,"599"
683056,684790,"605"
684796,685626,"607"
685636,686826,"608"
686836,688176,"609"
690166,694730,"613"
694730,696040,"616"
696040,698096,"616"
698096,708180,"627"
708186,714046,"641"
714046,716986,"649"
716986,717656,"648"
717660,719210,"650"
719220,722910,"655"
724520,725890,"658"
725890,727870,"660"
747290,749780,"681"
749890,751280,"682"
771910,775030,"695"
