"Begin Time - msec","End Time - msec","RG_RefNum_Right",
14660,15850,"7"
18210,19820,"13"
19820,22440,"16"
22440,24150,"20"
31790,35400,"31"
35400,37530,"34"
42030,45020,"37"
45020,45610,"41"
45610,46250,"43"
46250,48460,"44"
48470,48960,"46"
49700,52280,"49"
52480,53990,"51"
53990,55380,"55"
74330,77550,"64"
79970,81710,"70"
82680,83970,"74"
83970,85950,"77"
85950,87330,"80,81"
87330,88170,"83"
88170,90060,"86"
91610,93610,"91"
108640,111130,"100"
113580,114460,"108"
114460,115760,"110"
120785,121995,"119"
121995,122835,"123"
139431,141711,"134"
142971,146901,"142"
147221,149470,"144"
149470,150091,"146"
150091,150911,"149"
150921,151511,"151"
151521,152480,"152"
152480,153921,"154"
153921,155301,"155"
155301,157081,"160"
157861,159300,"165"
159300,160641,"169"
161120,163650,"170"
163650,164460,"175"
164460,166210,"179"
167490,169180,"185"
170010,171180,"188"
171190,172090,"190"
173810,174380,"194"
174380,175310,"197"
177610,179090,"206"
179090,180220,"201"
180220,182650,"206"
188590,191020,"214"
217260,219990,"224"
220000,221440,"226"
225910,227560,"231"
228300,230030,"233"
230040,230930,"237"
230930,232010,"240"
232010,233640,"241"
235430,236300,"248"
238663,240035,"255"
241190,243520,"262"
243520,245420,"264"
246360,247990,"267"
247990,250020,"270"
250020,250870,"272"
250880,252110,"276"
252110,253720,"279"
253720,255210,"280"
259120,260560,"286"
261360,263990,"292"
267150,269280,"297"
269280,269990,"298"
269990,270660,"300"
270660,272070,"301"
272700,273560,"304"
279170,280270,"308"
285861,287871,"318"
294071,295781,"330"
295781,297351,"331"
297351,298930,"334"
303691,305431,"342"
306081,307470,"346"
307470,308010,"347"
308010,308900,"349"
308900,309781,"353"
309791,310560,"355"
320440,322530,"360"
322540,323400,"361"
340730,343290,"375"
343300,344350,"376"
344360,345470,"379"
345470,347030,"379"
347650,349190,"382"
370020,371080,"401"
371090,374040,"403"
374050,376130,"411"
376130,377410,"414"
378150,379680,"418"
379680,383140,"423"
386130,387750,"434"
387750,388370,"437"
388380,389320,"438"
389760,391490,"444"
391610,394420,"448"
394430,395980,"450"
395980,397630,"457"
397630,399970,"460"
399970,401240,"467"
401240,405080,"470"
405090,406300,"472"
412110,412830,"484"
412840,414500,"489"
414500,415810,"488"
416720,419060,"493"
419060,420790,"497"
431271,433131,"513"
433141,434610,"517"
434620,435961,"520"
435961,437321,"522"
438361,439491,"525"
439491,442230,"527"
442230,444360,"534"
444360,445450,"539"
445450,447130,"541"
447130,448940,"546"
448940,450190,"547"
450190,453310,"554"
455230,456830,"560"
459540,461110,"563"
461120,461940,"566"
461940,463010,"567"
464250,465590,"570"
466140,468120,"573"
477200,480690,"584"
490050,491430,"595"
493090,493620,"604"
493620,494490,"504"
