"Begin Time - msec","End Time - msec","RG_RefNum_Right",
8040,10130,"3"
10140,12270,"5"
12280,14370,"9"
14370,16290,"14"
16300,16990,"16"
16990,19590,"19"
19590,20390,"22"
20390,21890,"24"
21890,22720,"24"
22720,25360,"26"
25370,27390,"28"
27390,29590,"30"
29600,30650,"31"
30660,32700,"33"
32720,35910,"38"
35910,37120,"40"
39922,41593,"44"
41593,43530,"46"
44500,46860,"49"
47370,48710,"49"
54940,56250,"54"
57330,58530,"56"
60710,62400,"58"
63310,64860,"62"
69990,70610,"66"
70610,71240,"67"
78160,81500,"72"
81500,83040,"79"
83830,86100,"81"
102140,104760,"89"
105690,107010,"91"
107700,109220,"94"
109850,112300,"98"
113760,115070,"102"
115070,115960,"105"
115960,117350,"107"
121856,122990,"113"
122990,124510,"113"
126730,127880,"119"
130660,132010,"123"
132010,133230,"126"
141040,142480,"133"
149030,149830,"138"
149830,151080,"139"
157540,161238,"144"
161510,163130,"147"
163140,164940,"149"
164940,166690,"153"
177870,178630,"168"
182150,183300,"170"
185140,186000,"171"
186010,187440,"174"
187440,188800,"175"
192110,193140,"182"
193140,196650,"183&185&186"
199540,202120,"192"
212400,213620,"200"
215070,216780,"203"
217240,218050,"206"
218500,219720,"206"
221110,222340,"208"
222350,223020,"210"
223020,223830,"211"
223830,226310,"212"
229620,231765,"220"
235770,237790,"227"
241170,242320,"232"
242610,243830,"233"
244520,246650,"236"
246650,247990,"237"
250840,252250,"239"
252260,253340,"239"
253340,254530,"240"
257640,259300,"246"
259300,260670,"248"
260670,262550,"249"
267050,268160,"254"
269180,271020,"256"
271670,273220,"257"
275290,276820,"260"
278130,278960,"261"
287520,288990,"272"
289330,290900,"275"
291830,293100,"281"
293110,294790,"283"
295480,297990,"286"
305550,306620,"297"
306620,307150,"299"
307150,307950,"300 "
307960,309240,"304"
319080,320900,"311"
321690,323450,"313"
324370,326120,"315"
326210,327627,"318"
335090,336600,"322"
337740,339290,"324"
339300,340690,"328"
345510,347040,"331"
347040,348940,"332"
350120,351970,"338"
351970,353310,"344"
363014,363954,"354"
363954,365124,"358"
365124,366574,"362"
367574,368764,"366"
379708,381768,"374"
382448,384740,"380"
388358,389400,"385"
393028,394158,"390"
394158,394648,"391"
395718,397448,"392"
402417,403198,"400"
403878,405370,"402"
407266,407644,"405"
419638,422188,"418"
423138,426470,"423"
426638,428740,"426"
429058,431208,"429"
431788,434158,"430"
434920,436440,"436"
438498,439398,"440"
439408,440420,"441"
441540,442910,"445"
475710,477040,"481"
482150,483910,"486"
483910,485510,"491"
486520,487380,"494"
487380,488880,"495"
488880,492810,"496"
496150,497290,"498"
497290,498350,"499"
500030,501820,"500"
503410,504690,"501"
504690,506850,"507"
512850,514260,"515"
514260,516070,"516"
516380,517950,"519"
533650,536630,"525"
537110,538720,"529"
538720,539920,"530"
539920,542905,"531"
542905,544090,"532"
544100,545990,"533"
545990,547210,"533"
548160,550240,"534"
551030,552690,"538"
552690,554920,"540"
557260,557870,"542"
557870,558990,"543"
562920,565750,"545"
599330,601030,"560"
601030,603690,"562"
618730,620410,"570"
621590,623260,"571"
623260,624360,"572"
624650,625220,"572"
625220,625780,"574"
625780,625980,"576"
625980,626610,"576"
626610,627920,"577"
629430,631500,"578"
631500,633290,"579"
633290,634660,"580"
634660,635650,"582"
635650,637660,"584"
637760,639310,"586"
639320,641740,"588"
641740,642740,"589"
642740,643460,"589"
643460,644040,"589"
644040,646230,"590"
647590,648830,"591"
648830,649870,"591"
649880,650960,"592"
651460,655450,"597"
655460,657080,"601"
662373,663573,"604"
670100,671176,"612"
671176,672910,"612"
673160,674410,"614"
674630,675600,"615"
675610,676750,"616"
677690,678650,"616"
680180,681890,"619"
683480,684210,"622"
684210,685120,"624"
744450,746020,"712"
746020,747370,"714"
747370,749420,"716"
764770,765635,"742"
765655,766890,"743"
782770,783860,"758"
785070,785670,"759"
785670,788840,"761"
802930,804690,"769"
806830,807607,"777"
807612,809074,"779"
812050,813220,"782"
819700,821000,"790"
821010,822610,"793"
830740,831950,"797"
831950,832780,"no-affiliate(L-lm3_RT)"
836490,838630,"800"
838630,840610,"803"
840610,842020,"805"
843820,844860,"808"
847050,847490,"809"
847490,849070,"811"
849410,850200,"815"
850200,851080,"813"
863550,864700,"821"
864700,866210,"825"
866400,868030,"830"
869320,870390,"831"
872010,873290,"832"
878430,880470,"842"
889100,890237,"851"
890237,891507,"853"
891507,893250,"855"
893250,895450,"858"
