"Begin Time - msec","End Time - msec","R.Speech_form",
0,6808,""
6808,7297,"also"
7297,7504,"es"
7504,7674,"geht"
7674,7992,"los"
7992,8112,"an"
8112,8361,"einer"
8361,9260,"Weggabelung"
9260,10014,""
10014,10291,"das"
10291,10495,"heißt"
10495,10574,"du"
10574,10885,"stehst"
10885,11286,"praktisch"
11286,11536,"direkt"
11536,11655,"an"
11655,11824,"dieser"
11824,12141,"Gabelung"
12141,12307,"und"
12307,12549,"davon"
12549,12759,"nimmst"
12759,12862,"du"
12862,13013,"den"
13013,13560,"halbrechten"
13560,14001,"Weg"
14001,14498,"???"
14498,14740,""
14740,14910,"also"
14910,15087,"äh"
15087,15216,"also"
15216,15356,"es"
15356,15536,"geht"
15536,15673,"es"
15673,15845,"geht"
15845,16087,"einer"
16087,16222,"nach"
16222,16411,"rechts"
16411,16514,"und"
16514,16660,"einer"
16660,16793,"nach"
16793,17178,"links"
17178,17484,""
17484,17743,"davon"
17743,17924,"nimmst"
17924,18001,"du"
18001,18104,"den"
18104,18610,"rechten"
18610,19451,""
19451,19743,"und"
19743,20215,"folgst"
20215,20638,"dem"
20638,20869,"und"
20869,21190,"kommst"
21190,21407,"dann"
21407,21735,"schon"
21735,21870,"zu"
21870,22074,"nem"
22074,22683,"Platz"
22683,22872,""
22872,23060,"wo"
23060,23149,"ne"
23149,23646,"Skulptur"
23646,24146,"steht"
24146,25117,""
25117,25462,"ähm"
25462,25617,"die"
25617,25789,"S..."
25789,25943,"also"
25943,26211,"erstmal"
26211,26343,"die"
26343,26952,"Skulptur"
26952,27503,"steht"
27503,27831,"also"
27831,28001,"es"
28001,28130,"ist"
28130,28471,"erstmal"
28471,28633,"so"
28633,29028,"rund"
29028,29798,"eingefasst"
29798,30412,"unten"
30412,30668,""
30668,31063,"äh"
31063,31142,"ist"
31142,31352,"noch"
31352,31421,"n"
31421,31674,"bisschen"
31674,32215,"Rasen"
32215,32525,"drum"
32525,32933,"herum"
32933,33018,"und"
33018,33141,"dann"
33141,33396,"steht"
33396,33484,"die"
33484,33613,"auf"
33613,33750,"nem"
33750,34269,"Sockel"
34269,34837,""
34837,35455,"ähm"
35455,36021,""
36021,36593,"relativ"
36593,36896,"breiter"
36896,37228,"Sockel"
37228,37345,"und"
37345,37576,"das"
37576,37963,"ist"
37963,38303,""
38303,38446,"wie"
38446,38891,"so"
38891,39613,"zwei"
39613,40351,"mathematische"
40351,41482,"Unendlich-Zeichen"
41482,41690,"die"
41690,41827,"so"
41827,42638,"ineinander"
42638,42909,""
42909,43456,"äh"
43456,43720,""
43720,44017,"verbunden"
44017,44244,"sind"
44244,44409,"also"
44409,44453,"das"
44453,44539,"ist"
44539,44841,"eigentlich"
44841,45011,"nur"
45011,45227,"eine"
45227,45656,"Linie"
45656,45836,"die"
45836,46016,"dann"
46016,46344,"halt"
46344,46776,""
46776,47308,"äh"
47308,47483,""
47483,47655,"sich"
47655,47815,"da"
47815,48203,"so"
48203,49006,"rumwindet"
49006,49435,""
49435,49696,"ist"
49696,49763,"n"
49763,50429,"rotes"
50429,50715,"äh"
50715,51021,"rote"
51021,51793,"Skulptur"
51793,52456,""
52456,53278,"ähm"
53278,53593,""
53593,53743,"von"
53743,53887,"der"
53887,54259,"Größe"
54259,54456,"her"
54456,54609,"würd"
54609,54741,"man"
54741,55392,"sagen"
55392,55732,""
55732,55947,"sind"
55947,56165,"jetzt"
56165,56708,"Relationen"
56708,56826,"da"
56826,57109,"???"
57109,57237,"so"
57237,57512,"vielleicht"
57512,57632,"so"
57632,57849,"zwei"
57849,58001,"bis"
58001,58222,"drei"
58222,58518,"Meter"
58518,58936,"hoch"
58936,59747,""
59747,60362,"ähm"
60362,60759,""
60759,60989,"das"
60989,61297,"Ganze"
61297,61406,"ist"
61406,61469,"n"
61469,61829,"runder"
61829,62368,"Platz"
62368,62612,"drum"
62612,62894,"herum"
62894,63254,"stehen"
63254,63400,"auch"
63400,63519,"noch"
63519,63718,"son"
63718,64226,"paar"
64226,64626,""
64626,65511,"Laternen"
65511,65975,""
65975,66267,"eckige"
66267,66907,"Laternen"
66907,67268,""
67268,67921,"ähm"
67921,68607,"ja"
68607,68841,"das"
68841,69084,"ist"
69084,69330,"die"
69330,70145,"Skulptur"
70145,70671,"Rasen"
70671,70731,"n"
70731,71163,"Sockel"
71163,71581,"und"
71581,72040,"rund"
72040,72381,""
72381,72819,"OK"
72819,73601,""
73601,74204,"dann"
74204,74739,"OK"
74739,74945,"Fragen"
74945,75263,"erstmal"
75263,77106,""
77106,77546,"genau"
77546,78318,"dann"
78318,78582,"geht"
78582,78839,"man"
78839,79691,"praktisch"
79691,80425,"geradeaus"
80425,80652,"über"
80652,80823,"noch"
80823,81018,"diesen"
81018,81276,"Platz"
81276,81633,"drüber"
81633,81788,""
81788,81976,"anderen"
81976,82340,"Seite"
82340,82546,"halb"
82546,82683,"an"
82683,82906,"dieser"
82906,83315,"Skulptur"
83315,83613,"vorbei"
83613,83902,"gehen"
83902,84001,"und"
84001,84112,"dann"
84112,84639,"geradeaus"
84639,85173,"weiter"
85173,86790,""
86790,87631,"und"
87631,89432,""
89432,90155,"folgst"
90155,90732,"dann"
90732,91663,""
91663,91940,"dem"
91940,93348,"Straßenverlauf"
93348,94296,""
94296,94940,"einfach"
94940,95625,"nur"
95625,95918,""
95918,96536,"bis"
96536,97156,"du"
97156,98285,""
98285,98993,"äh"
98993,99389,""
99389,99648,"vor"
99648,100191,"nem"
100191,100641,""
100641,101237,"größeren"
101237,101632,"Gebäude"
101632,102239,"stehst"
102239,102531,""
102531,102681,"das"
102681,102839,"ist"
102839,103041,"dann"
103041,103416,"das"
103416,103642,""
103642,104447,"Rathaus"
104447,105103,""
105103,105413,"ähm"
105413,105554,"das"
105554,105670,"ist"
105670,105807,"ein"
105807,106530,"U-förmiges"
106530,107197,"Gebäude"
107197,107419,"du"
107419,107834,"blickst"
107834,108486,"praktisch"
108486,108709,"da"
108709,109079,"rein"
109079,109331,"das"
109331,109532,"heißt"
109532,109631,"es"
109631,109751,"hat"
109751,110262,"vorne"
110262,110642,""
110642,110832,"zwei"
110832,111111,"Buchtungen"
111111,111273,"geht"
111273,111496,"hinten"
111496,111993,"zusammen"
111993,112672,""
112672,113323,"ähm"
113323,113822,""
113822,114042,""
114042,114257,"ist"
114257,114327,"n"
114327,114680,"großer"
114680,115006,"Platz"
115006,115168,"auf"
115168,115341,"steht"
115341,115495,"aufm"
115495,115791,"großen"
115791,116096,"Platz"
116096,116390,"drum"
116390,116628,"herum"
116628,116877,"sind"
116877,117117,"wieder"
117117,117342,"diese"
117342,118038,"Laternen"
118038,118378,""
118378,118996,"ähm"
118996,119312,"es"
119312,119638,"hat"
119638,119827,""
119827,120739,"eine"
120739,121045,"große"
121045,121988,"Eingangstür"
121988,122314,""
122314,122864,"im"
122864,123601,"hinteren"
123601,124082,"Bereich"
124082,124500,"praktisch"
124500,124750,"beim"
124750,125151,"U"
125151,125609,""
125609,125983,"ähm"
125983,126164,"da"
126164,126261,"ist"
126261,126413,"auch"
126413,126697,"noch"
126697,126793,"n"
126793,127159,"kleines"
127159,127530,"Vordach"
127530,128034,"drüber"
128034,128442,""
128442,128660,"es"
128660,129003,"hat"
129003,129271,"an"
129271,129730,"den"
129730,130103,""
130103,130858,"Seiten"
130858,131193,""
131193,131391,"des"
131391,131650,"Us"
131650,132025,"praktisch"
132025,132179,"also"
132179,132351,"wo"
132351,132454,"du"
132454,132881,"direkt"
132881,133006,"du"
133006,133203,"guckst"
133203,133298,"da"
133298,133581,"direkt"
133581,133954,"drauf"
133954,134361,""
134361,134589,"hat"
134589,134829,"es"
134829,135515,"zwei"
135515,136140,"ähm"
136140,136408,""
136408,137327,"Wendeltreppen"
137327,137512,"äh"
137512,138002,"Nottreppen"
138002,138665,"Feuertreppen"
138665,138756,"so"
138756,138885,"in"
138885,139033,"der"
139033,139427,"Art"
139427,139753,""
139753,139923,"die"
139923,140423,"halt"
