coords,x_left,y_left,likelihood,x_right,y_right,likelihood
2951,436.145273,512.2328136,1,361.0166359,518.1358652,1
2952,436.1884325,511.8575425,1,361.1409802,517.9866217,1
2953,436.2309527,511.6770034,0.999999881,361.345953,518.2631865,1
2954,436.1792596,511.41044,0.999999881,361.5946293,518.2270076,1
2955,436.0544716,511.3505449,0.999999881,361.9424644,518.0347488,1
2956,435.8849023,511.4293675,0.999999881,361.9640841,518.1446671,1
2957,435.7309773,511.2521491,0.999999881,361.9495978,518.0804873,1
2958,435.6622753,511.5130782,0.999999881,361.7617064,518.1912582,1
2959,435.5705031,511.7373495,0.999999881,361.5932393,518.2129824,1
2960,435.5456409,511.9178872,1,361.6624475,518.2368155,1
2961,435.4664664,512.1008821,1,361.5148611,518.1465456,1
2962,435.445488,512.2389672,1,361.4614439,518.3581164,1
2963,435.3846307,512.3099694,1,361.4685531,518.3464894,1
2964,435.1683279,512.4025266,1,361.5933571,518.4978969,1
2965,434.9171356,512.4690659,1,361.7669759,518.5041199,1
2966,434.9986974,512.3243098,1,361.8646011,518.5567143,1
2967,434.9182475,512.313436,1,361.9513988,518.4945257,1
2968,434.9115843,512.2219384,1,361.7874126,518.342099,1
2969,434.7979622,512.5020792,1,361.5639925,518.4230368,1
2970,434.6168528,512.4715924,1,361.4500861,518.4666224,1
2971,434.4794369,512.6064515,1,361.4154935,518.4807904,1
2972,434.436287,512.793282,1,361.3934517,518.4299827,1
2973,434.6426777,512.7199841,1,361.2179384,518.5304956,1
2974,434.6616404,512.6137564,1,361.5208893,518.2658582,1
2975,434.6642803,512.6688325,1,361.5198174,518.1648552,1
2976,434.7017994,512.5209703,1,362.0521526,518.0177145,0.999999881
2977,434.5527282,512.6751807,1,362.1807842,518.1198442,0.999999881
2978,434.6697317,512.6885948,1,362.2725253,517.9726486,0.999999881
2979,434.6308173,512.8702526,1,362.0003257,517.677498,1
2980,434.6989958,512.8812473,1,362.1037931,517.7686725,0.999999881
2981,434.5900147,512.9176755,1,362.29176,517.8417168,0.999999881
2982,434.4429407,512.7822936,1,362.2928329,517.7956328,0.999999881
2983,434.3983778,512.8114197,1,362.3520904,518.0854893,0.999999881
2984,434.7197419,512.7791533,1,362.3683863,518.2040846,0.999999881
2985,434.8356383,512.4977636,1,362.4536929,518.0649319,0.999999881
2986,434.7019713,512.5441823,1,362.376482,517.998461,0.999999881
2987,434.5290198,512.6221547,1,362.4460187,518.1288269,0.999999881
2988,434.6718506,512.7604306,1,362.5439358,518.0541384,0.999999881
2989,434.6745954,512.7610974,1,362.4652562,518.0747871,0.999999881
2990,434.7187612,512.8832624,1,362.3895974,518.0256171,0.999999881
2991,434.9680877,512.9042721,1,362.3045449,518.0158451,0.999999881
2992,435.118764,513.0414188,1,362.1902618,518.0500994,0.999999881
2993,435.0261555,513.3079679,1,362.1799011,518.3439002,0.999999881
2994,434.6895167,513.4840958,1,362.2800627,518.3790002,0.999999881
2995,434.6145346,513.7055936,1,362.2508764,518.2928386,0.999999881
2996,434.6534321,513.5196805,1,362.2184935,518.2638609,0.999999881
2997,434.8714641,513.6072357,1,362.0495696,518.2785809,0.999999881
2998,434.7561723,513.6916139,1,362.1771536,518.2353969,0.999999881
2999,434.6252823,513.6309216,1,362.196341,518.2709939,0.999999881
3000,434.4218202,513.579097,1,362.1942315,518.1749732,0.999999881
3001,434.1571138,513.9539058,1,362.2920327,518.1556098,0.999999881
3002,434.1658086,513.8009615,1,362.3505583,517.9283223,0.999999881
3003,434.196337,513.9073215,1,362.2946677,518.0332661,0.999999881
3004,434.226948,513.9774964,1,362.3085961,517.9729904,0.999999881
3005,434.1496389,513.9243717,1,362.1105433,518.0103142,0.999999881
3006,434.1589341,513.8647585,1,362.1594257,518.0629566,0.999999881
3007,434.1065977,513.9162068,1,362.1583867,517.8539917,0.999999881
3008,434.2516557,513.4764769,1,362.380825,518.0067518,0.999999881
3009,434.0732533,513.4841096,1,362.4368811,517.9320369,0.999999881
3010,434.1819969,513.4069238,1,362.3481979,518.0354867,0.999999881
3011,434.0044862,513.2998934,1,362.2794995,517.9405239,0.999999881
3012,433.9923623,513.3710856,1,362.2435718,517.9450289,0.999999881
3013,434.0063139,513.2751474,1,362.2636843,517.8745265,0.999999881
3014,434.1302299,513.375541,1,362.2132878,518.1349106,0.999999881
3015,434.3125482,513.3697515,1,362.2483087,518.1285608,0.999999881
3016,434.1911256,513.3224611,1,362.2213511,518.1471016,0.999999881
3017,434.1777343,513.3248291,1,362.2457962,518.0694954,0.999999881
3018,434.1387588,513.3396294,1,362.188273,518.0666363,0.999999881
3019,434.0629517,513.3126538,1,362.1267071,518.0815787,0.999999881
3020,434.0079983,513.3672371,1,362.0341139,518.0051775,0.999999881
3021,434.0777421,513.3762109,1,361.9976301,518.070437,0.999999881
3022,434.0254989,513.5055957,1,361.6284385,517.7215078,1
3023,434.0790317,513.5031695,1,361.3755484,517.6799471,1
3024,434.1281116,513.5469162,1,361.2911825,517.6710176,1
3025,433.9738126,513.3754351,1,361.3833337,517.5498255,1
3026,433.841387,513.4741611,1,361.3693228,517.5681477,1
3027,433.5706224,513.6661026,1,361.3005576,517.8337377,1
3028,433.5118299,513.6641214,1,361.5725937,517.7248783,1
3029,433.3621485,513.7491558,1,361.714076,517.8341941,1
3030,433.3340902,513.5793364,1,361.8775983,517.7052281,1
3031,433.2763169,513.5911136,1,362.2414517,517.6937282,0.999999881
3032,433.2578168,513.4151003,1,362.4193187,517.7224092,0.999999881
3033,433.3493004,513.1781688,1,362.513557,517.5701416,0.999999881
3034,433.3207738,513.1300452,1,362.545485,517.5068152,0.999999881
3035,433.4876084,513.0835493,1,362.4924459,517.6347923,0.999999881
3036,433.5078967,513.1304657,1,362.5816293,517.5378494,0.999999881
3037,433.5599442,513.1717746,1,362.6746192,517.4802322,0.999999881
3038,433.6337748,513.0815396,1,362.7363749,517.474404,0.999999881
3039,433.7547147,513.0448449,1,362.5592942,517.4726273,0.999999881
3040,433.8225203,513.1178308,1,362.5615292,517.4352478,0.999999881
3041,433.8049207,513.1932712,1,362.7467589,517.6570185,0.999999881
3042,433.7488661,513.2121956,1,362.8927574,517.9620571,0.999999881
3043,433.7709553,513.1598263,1,363.1404581,517.9779453,0.999999762
3044,433.8124502,512.88113,1,363.0887356,517.9470636,0.999999881
3045,433.946553,512.9305489,1,363.0977454,517.7247868,0.999999881
3046,434.0220802,512.9521115,1,362.8784227,517.5415169,0.999999881
3047,434.1362957,512.8797708,1,362.6086526,517.4317422,0.999999881
3048,434.1853696,512.8409774,1,362.5458226,517.3676859,0.999999881
3049,434.0344266,512.9895358,1,362.5713162,517.1282682,0.999999881
3050,434.2043848,513.119909,1,362.3521276,517.4426074,0.999999881
3051,434.5645422,512.9997218,1,362.2936954,517.533443,0.999999881
3052,434.5504977,512.9697013,1,362.3776088,517.5766909,0.999999881
3053,434.4828693,513.0861599,1,362.476553,517.5977848,0.999999881
3054,434.3340408,513.0613241,1,362.4193597,517.4764881,0.999999881
3055,434.1126897,513.1058137,1,362.4557242,517.4098096,0.999999881
3056,434.2733619,513.0899005,1,362.4867821,517.5020119,0.999999881
3057,434.2280238,513.0720356,1,362.575841,517.4344056,0.999999881
3058,434.351285,513.1004581,1,362.5896654,517.4000962,0.999999881
3059,434.3090532,513.1340761,1,362.5394249,517.3262233,0.999999881
3060,434.3814178,512.9421599,1,362.669785,517.3004035,0.999999881
3061,434.3726929,513.0138373,1,362.780828,517.1657262,0.999999881
3062,434.0911659,513.0548286,1,362.8996367,517.3554041,0.999999881
3063,434.1006452,513.1061261,1,362.9953489,517.5889736,0.999999881
3064,433.893671,513.1495383,1,362.9883699,517.6340863,0.999999881
3065,433.9544919,513.0954101,1,363.0629349,517.7545129,0.999999881
3066,433.9237416,513.0917642,1,363.0635653,517.6408232,0.999999881
3067,434.0338492,513.2509928,1,362.8670826,517.7034229,0.999999881
3068,434.1652421,513.2500832,1,362.7421322,517.8002279,0.999999881
3069,434.2407677,513.2320828,1,362.6105828,517.8872775,0.999999881
3070,434.2767444,513.2561038,1,362.6077242,517.6766348,0.999999881
3071,434.2630043,513.1179028,1,362.7039146,517.4687159,0.999999881
3072,434.4219459,512.834904,1,362.7169018,517.3559624,0.999999881
3073,434.5303444,512.9400499,1,362.6973882,517.3561144,0.999999881
3074,434.4154264,512.918802,1,362.6872411,517.3071531,0.999999881
3075,434.4670547,513.0052226,1,362.6680298,517.4458182,0.999999881
3076,434.4557706,513.0821853,1,362.6532207,517.4269756,0.999999881
3077,434.3629261,513.0800605,1,362.664669,517.5766484,0.999999881
3078,434.3593675,513.0716531,1,362.7647262,517.7159181,0.999999881
3079,434.188148,513.0345018,1,362.6880937,517.6477059,0.999999881
3080,434.2132541,513.0922096,1,362.6641617,517.4808277,0.999999881
3081,434.0962801,513.0642481,1,362.6152325,517.6204625,0.999999881
3082,434.1058135,513.174479,1,362.5757799,517.4658427,0.999999881
3083,434.0497392,513.2128315,1,362.5651703,517.532118,0.999999881
3084,434.1869792,513.1566007,1,362.530777,517.668344,0.999999881
3085,434.2236748,513.1112919,1,362.509182,517.494954,0.999999881
3086,434.3031402,513.0743277,1,362.4615207,517.6012083,0.999999881
3087,434.1458297,513.0679195,1,362.488451,517.6447378,0.999999881
3088,434.130471,513.1509039,1,362.4423137,517.7502618,0.999999881
3089,434.1758584,513.0939083,1,362.4163265,517.6952837,0.999999881
3090,434.1813142,513.142189,1,362.3724647,517.7571504,0.999999881
3091,434.1953038,513.1588192,1,362.4076896,517.6974977,0.999999881
3092,434.1859653,513.1282659,1,362.4250083,517.7841541,0.999999881
3093,434.2747543,513.1536722,1,362.4840388,517.7706182,0.999999881
3094,434.2025681,513.1032357,1,362.4396276,517.7454512,0.999999881
3095,434.1230487,513.1644018,1,362.4037795,517.7935874,0.999999881
3096,434.2609373,513.2744522,1,362.375082,517.7653149,0.999999881
3097,434.4320951,513.2085471,1,362.4180899,517.805251,0.999999881
3098,434.4306438,513.1444976,1,362.3606725,517.9354595,0.999999881
3099,434.3438001,513.2190092,1,362.4129739,517.8331836,0.999999881
3100,434.2716701,513.1907718,1,362.2311511,517.7805361,0.999999881
3101,434.4362942,513.1902986,1,362.1099839,517.9676096,0.999999881
3102,434.5083032,513.2535994,1,362.04459,517.9192414,0.999999881
3103,434.563347,513.2506692,1,362.1389146,517.9836259,0.999999881
3104,434.6505244,513.281285,1,361.916924,518.0029063,1
3105,434.7515956,513.0211051,1,361.8389454,517.9031175,1
3106,434.8500458,512.9772394,1,361.844089,517.9533564,1
3107,434.7820665,513.2167363,1,361.6806517,517.9952012,1
3108,434.643857,513.2124238,1,361.4995508,517.8993676,1
3109,434.7516304,513.152024,1,361.4233179,517.8999354,1
3110,434.6788123,513.1588659,1,361.4116845,517.7519979,1
3111,434.8048942,513.0259881,1,361.3761821,517.7734321,1
3112,434.7940739,513.0114932,1,361.4058638,517.7807534,1
3113,434.8505806,513.0789921,1,361.2342916,517.8062294,1
3114,434.8183327,513.0780969,1,361.1203585,517.7008902,1
3115,434.8503902,513.2312737,1,360.7842851,517.7583654,1
3116,434.9661375,513.1794789,1,360.7093697,517.6863436,1
3117,434.7976801,513.0571225,1,360.7910914,517.787829,1
3118,434.7353014,513.034982,1,360.868546,517.8613236,1
3119,434.6279196,512.9768586,1,360.8661809,517.8447253,1
3120,434.5949248,512.9551296,1,361.0506682,517.7239978,1
3121,434.5528407,512.8124027,1,361.4763503,517.627281,1
3122,434.5147685,512.6739652,1,361.5087247,517.6372977,1
3123,434.4813687,512.576942,1,361.7252054,517.3170681,1
3124,434.4399006,512.5684197,1,361.7375998,517.471132,1
3125,434.3481233,512.3342233,1,361.8660684,517.6293294,1
3126,434.426553,512.2956862,1,361.83641,517.7403504,1
3127,434.3943212,512.4851267,1,362.1181374,517.7407075,1
3128,434.4624664,512.5956962,1,362.2482781,517.7964859,0.999999881
3129,434.3041939,512.6730149,1,362.3524432,517.7921661,0.999999881
3130,434.5259405,512.5261278,1,362.3874698,517.6587707,0.999999881
3131,434.6377292,512.7526453,1,362.4141383,517.7440453,0.999999881
3132,434.8144724,512.6256559,1,362.1232853,517.7087168,1
3133,435.4731736,512.4275649,1,361.7538085,518.2910268,1
3134,435.643158,512.1753581,1,361.6743011,518.0891628,1
3135,435.9773992,512.1681089,1,361.6901121,518.0170546,1
3136,435.8924623,512.0679955,1,361.8401346,518.0078001,1
3137,435.8888226,512.1021259,1,361.9236174,517.5757965,1
3138,435.9316772,512.1168299,1,361.9075022,517.5401069,1
3139,435.9220189,512.1921718,1,362.0545673,517.5610403,1
3140,435.8280797,512.2280898,1,362.0318632,517.6400155,1
3141,435.7790876,512.4175727,1,361.9567914,517.7607043,1
3142,435.773645,512.4747543,1,362.0391078,517.7425042,1
3143,435.6525018,512.646585,1,362.1878557,517.5208992,0.999999881
3144,435.7659896,512.461761,1,362.204061,517.6863813,1
3145,435.8721071,512.2709959,1,362.1764693,517.7219886,1
3146,436.0505679,512.181453,1,362.1622028,517.5820618,1
3147,436.0827699,512.1315844,1,362.4561367,517.6381682,0.999999881
3148,435.7150829,512.2453384,1,362.6338916,517.7740062,0.999999881
3149,435.4389119,512.5473676,1,362.5079517,517.8044975,0.999999881
3150,435.2574035,512.5570872,1,362.1471429,517.7483629,0.999999881
3151,435.5478723,512.4257739,1,361.928792,518.2089045,1
3152,435.879084,512.1456184,1,361.9100809,517.9065291,1
3153,436.3095808,512.1926951,1,361.8333077,518.0934067,1
3154,436.3905694,512.1329546,1,362.0412917,517.8901244,1
3155,436.4129062,512.148984,1,362.1504889,517.8087752,0.999999881
3156,436.4090113,512.128381,1,362.1867242,517.9867029,0.999999881
3157,436.3741492,512.0512817,1,362.2346339,517.8636651,0.999999881
3158,436.3588825,512.1974442,1,362.1300397,518.1363404,0.999999881
3159,436.4500474,512.1264606,1,361.8122234,518.240715,1
3160,436.3126014,512.2986586,1,361.5275898,518.3503103,1
3161,436.2052142,512.4516637,1,361.1096945,518.369426,1
3162,436.1009048,512.4483333,1,360.9999166,518.2463558,1
3163,436.0810742,512.5992758,1,360.8150682,518.3329971,1
3164,436.0965219,512.6607735,1,360.7080235,518.4932888,1
3165,435.9901486,512.6045182,1,360.7628064,518.445703,1
3166,436.0152316,512.676239,1,360.8586612,518.4044673,1
3167,436.1585784,512.4074032,1,360.9726796,518.5379884,1
3168,436.1761279,512.4790916,1,360.8740263,518.532814,1
3169,436.2074452,512.3558087,1,360.7737308,518.2854114,1
3170,435.9775093,512.4833353,1,360.7670555,518.2478607,1
3171,435.9122211,512.387857,1,360.929913,518.3433545,1
3172,435.9147644,512.5557954,1,360.9247203,518.5283546,1
3173,435.6249546,512.6852694,1,361.0335884,518.5493875,1
3174,435.5338221,512.6894174,1,361.2724295,518.26126,1
3175,435.4524772,512.7208002,1,361.5785117,518.0926228,1
3176,435.365855,512.7006357,1,361.6405625,518.0026031,1
3177,435.41239,512.762567,1,361.8211436,517.9143696,1
3178,435.2644503,512.790436,1,361.858809,517.9232419,1
3179,435.1731683,512.8918843,1,361.8311853,517.9868468,1
3180,435.1246951,512.8062718,1,361.7174864,518.070682,1
3181,435.086359,512.840173,1,361.5869517,518.2084427,1
3182,434.9430535,512.9683182,1,361.6228867,518.1202662,1
3183,434.660826,513.1493635,1,361.8946905,518.0436337,1
3184,434.6270698,513.3923604,1,362.2461205,518.1290786,0.999999881
3185,434.5620589,513.3127723,1,362.2205362,518.2853034,0.999999881
3186,434.5976239,513.3255966,1,362.372498,518.5398114,0.999999881
3187,434.6521069,513.3991144,1,362.3920326,518.3025668,0.999999881
3188,434.5874176,513.5348892,1,362.4044342,518.2882414,0.999999881
3189,434.5205646,513.5814109,1,362.4381051,518.4035821,0.999999881
3190,434.5521584,513.6924181,1,362.4613662,518.4650767,0.999999881
3191,434.5473315,513.7016571,1,362.5236568,518.3845096,0.999999881
3192,434.6752867,513.8105738,1,362.5381951,518.361661,0.999999881
3193,434.7217634,513.7011955,1,362.4057279,518.1981993,0.999999881
3194,434.6836779,513.8006079,1,362.4373932,518.1402791,0.999999881
3195,434.7706927,513.8095937,1,362.450604,518.1591375,0.999999881
3196,434.8206707,513.756155,1,362.2701883,518.1925542,0.999999881
3197,434.7460963,513.7317178,1,362.2295032,518.2107282,0.999999881
3198,434.6928667,513.7645907,1,362.1986518,518.2167845,0.999999881
3199,434.6534404,513.7609229,1,362.1515241,518.1572666,0.999999881
3200,434.753105,513.7366822,1,362.1902714,518.195785,0.999999881
3201,434.7640101,513.7490833,1,362.2773876,518.2379708,0.999999881
3202,434.8123255,513.7784281,1,362.1267695,518.2637131,0.999999881
3203,434.9981481,513.7240634,1,362.1060967,518.256094,0.999999881
3204,434.9186628,513.6106391,1,362.0707736,518.0574658,0.999999881
3205,435.1641904,513.5942557,1,362.0023756,517.9642265,0.999999881
3206,435.1576159,513.4841514,1,361.9501367,518.0925224,0.999999881
3207,435.1713658,513.5359011,1,361.8064847,518.0665538,1
3208,435.1815003,513.503468,1,361.729424,518.1158674,0.999999881
3209,435.1062428,513.4797261,1,361.7093263,518.1277108,1
3210,435.1028021,513.4179509,1,361.5999641,518.1221349,1
3211,435.1644027,513.3285246,1,361.4895115,518.0120251,1
3212,435.0366466,513.1243086,1,361.6950073,517.9261515,1
3213,434.9464674,513.2866867,1,361.8401947,517.9625071,1
3214,434.9656276,513.2393315,1,361.8622928,518.0664849,1
3215,434.830424,513.2879229,1,361.9119778,517.8974885,1
3216,434.7710999,513.2066126,1,362.0784578,517.7818447,1
3217,434.5226867,513.3691244,1,362.2220378,517.8098912,0.999999881
3218,434.4764516,513.339545,1,362.1918135,517.8102053,0.999999881
3219,434.5292174,513.2373774,1,362.2682462,517.7248524,0.999999881
3220,434.5163729,513.2282686,1,362.2069345,517.6230345,0.999999881
3221,434.5411094,513.2329164,1,362.1233172,517.7055449,0.999999881
3222,434.6814097,513.230129,1,362.1297464,517.7435782,0.999999881
3223,434.6849363,513.1904516,1,362.1933255,517.6942744,0.999999881
3224,434.6903976,513.2696335,1,362.1535716,517.6867418,0.999999881
3225,434.7479807,513.2080479,1,362.0763144,517.6687175,0.999999881
3226,434.7384609,513.2622552,1,362.0960627,517.7263132,0.999999881
3227,434.7409675,513.2201059,1,362.2026167,517.4265624,1
3228,434.6072915,513.1871216,1,362.3061347,517.5870534,0.999999881
3229,434.7178121,513.2525561,1,362.3466134,517.5793986,0.999999881
3230,434.6003723,513.337127,1,362.4865952,517.7066896,0.999999881
3231,434.3656369,513.1591516,1,362.5884075,517.8522894,0.999999881
3232,434.4098504,513.1717606,1,362.5525222,517.7975755,0.999999881
3233,434.1382889,513.3616643,1,362.4080977,518.0523479,0.999999881
3234,434.336813,513.2869442,1,362.4869099,517.9593776,0.999999881
3235,434.4339486,513.2841191,1,362.4214683,517.9610174,0.999999881
3236,434.3338579,513.1634586,1,362.7132077,518.0484521,0.999999881
3237,434.3693906,513.08285,1,362.551362,517.9807638,0.999999881
3238,434.3243675,513.2024949,1,362.8467298,517.7162627,0.999999881
3239,434.3789989,512.9988525,1,362.983017,517.5393738,0.999999762
3240,434.2425543,513.253418,1,363.1096945,517.9215014,0.999999762
3241,433.9093051,513.3539047,1,362.8039881,517.7513112,0.999999762
3242,434.0135931,513.2776124,1,363.1335063,517.9848349,0.999999762
3243,434.0239847,513.14606,1,363.1103401,517.9910153,0.999999762
3244,434.1049798,513.3739688,1,363.037816,518.110604,0.999999762
3245,434.4178488,512.9470046,1,362.5205526,518.0051682,0.999999881
3246,435.8805924,512.2598498,1,361.0194445,518.4090466,1
3247,436.6252985,511.420238,1,360.6219301,517.7110986,1
3248,436.3327608,511.6313515,1,361.0708604,517.404266,1
3249,434.8145709,512.9605944,1,361.4825854,517.652305,1
3250,433.9513826,513.2601013,1,361.8330979,517.9897808,1
3251,434.3069021,513.1944799,1,361.7382689,517.8966868,1
3252,434.4379902,513.1681631,1,361.9356012,518.0066519,1
3253,434.7821609,512.9221079,1,362.0666857,517.816943,1
3254,434.9318899,513.101851,1,362.4728556,517.8233261,0.999999881
3255,435.1252651,512.9016538,1,362.2860022,518.0171134,0.999999881
3256,435.2730071,512.7452106,1,362.3710685,517.8821428,0.999999881
3257,435.0876711,512.8806145,1,362.2270827,517.7482991,0.999999881
3258,435.1366455,512.8365116,1,361.996418,517.6731137,1
3259,435.0704204,512.9846389,1,361.9992256,517.475628,1
3260,435.0523651,512.8905401,1,361.6321287,517.920418,1
3261,434.9537075,512.819823,1,361.7402868,517.7070315,1
3262,434.9301901,512.6630962,1,361.7286091,517.7279271,1
3263,434.9323717,512.5040352,1,361.7073951,517.5442734,1
3264,434.9973899,512.542289,1,361.7929597,517.5346737,1
3265,435.0405903,512.4548261,1,361.7769547,517.5463642,1
3266,435.3871276,512.348897,1,361.5513182,518.2015426,1
3267,435.4239797,512.3395269,1,361.4644971,517.9791793,1
3268,435.5055529,512.1455359,1,361.3652964,517.8802475,1
3269,435.4583471,512.2199154,1,361.3090448,517.8017664,1
3270,435.382663,512.1957424,1,361.3575845,517.5989747,1
3271,435.3594497,512.0695648,1,361.2801747,517.5212151,1
3272,435.518398,512.0461605,1,361.2847705,517.1981555,1
3273,435.5439785,511.9540939,1,361.3421125,517.1378545,1
3274,435.5870919,512.0248182,1,361.2864442,517.2040621,1
3275,435.4947963,512.1911669,1,361.324461,517.1387775,1
3276,435.6117874,512.0882366,1,361.2872777,517.3479556,1
3277,435.5667268,512.1072192,1,361.2587581,517.4150016,1
3278,435.5963015,512.0510273,1,361.2716255,517.3884665,1
3279,435.602393,512.0842254,1,361.2122416,517.4261947,1
3280,435.5673777,512.0232229,1,361.2112226,517.3678508,1
3281,435.6994427,511.9082193,1,361.2414937,517.3545872,1
3282,435.7544381,511.8535414,1,361.2507539,517.4111243,1
3283,435.542113,512.0019944,1,361.3302908,517.4872737,1
3284,435.595392,511.8915634,1,361.3311858,517.3939555,1
3285,435.7696552,511.9138088,1,361.1747756,517.5061877,1
3286,435.6439456,511.8593521,1,360.914402,517.5134829,1
3287,435.6698769,511.8088679,1,360.8181601,517.6829281,1
3288,435.6152021,511.7599859,1,360.7875776,517.4062519,1
3289,435.6306076,511.4110856,1,360.8128996,517.3888203,1
3290,435.6062258,511.5080585,1,360.814167,517.3437556,1
3291,435.4714845,511.5867229,1,360.8861432,517.6101706,1
3292,435.4815679,511.5685754,1,361.023808,517.4090469,1
3293,435.3664799,511.5673957,1,361.0165119,517.1836348,1
3294,435.2352904,511.4615626,0.999999881,361.0197453,517.2517326,1
3295,435.1391856,511.4844341,0.999999881,360.9001226,517.2424183,1
3296,435.0135157,511.4938874,0.999999881,361.0118699,517.2381051,1
3297,434.9396076,511.4190254,0.999999881,361.0457792,517.2628105,1
3298,434.6444454,511.4375896,0.999999881,361.1739511,517.2755896,1
3299,434.8441521,511.4721193,0.999999881,361.4294105,517.1380016,1
3300,434.8109157,511.373457,0.999999881,361.5267043,517.1209055,1
3301,434.8586472,511.3922973,0.999999881,361.8517013,517.5112553,1
3302,434.9043019,511.3539891,1,362.0703259,517.3191757,1
3303,434.9033782,511.5467267,1,362.3136296,517.1647801,1
3304,434.9716547,511.5315776,1,362.2616119,517.2973534,1
3305,435.3947536,511.3788776,0.999999881,362.1771789,517.408067,0.999999881
3306,435.4418762,511.2614751,0.999999881,362.3565135,517.2573799,0.999999881
3307,435.6933855,511.3122106,0.999999881,362.4631729,517.2766219,0.999999881
3308,435.8784424,511.5766869,0.999999881,362.1312819,517.580212,0.999999881
3309,435.8848335,511.4276018,0.999999881,361.778264,517.4223994,1
3310,436.0102302,511.3649702,1,361.2573924,517.1465143,1
3311,435.7832251,511.3927407,0.999999881,361.0150356,517.2191373,1
3312,435.6680259,511.4636931,0.999999881,360.9845657,517.384719,1
3313,435.5883664,511.5508952,1,361.0863566,517.6291677,1
3314,435.9895764,511.2735486,0.999999881,361.4660749,517.5258749,1
3315,436.1483457,511.1157317,0.999999881,361.7435255,517.3962458,1
3316,435.9870699,510.8757472,0.999999881,362.0071783,516.9293339,1
3317,435.968004,510.7078848,0.999999881,361.9839344,516.9248921,1
3318,435.8917286,510.7433338,0.999999881,361.8864727,516.8557041,1
3319,435.836895,510.7308021,0.999999881,361.9422278,516.9059342,1
3320,435.7254454,510.8236556,0.999999881,362.0358653,516.8271201,1
3321,435.7137296,510.995852,0.999999881,361.9561348,516.8933364,1
3322,435.9996018,511.0951042,0.999999881,361.8480439,517.0697492,1
3323,436.4528224,510.9913626,0.999999881,361.6444311,516.9478719,1
3324,436.4963724,511.0483541,0.999999881,361.6054296,517.0963253,1
3325,436.5783044,511.0974927,0.999999881,361.6076951,517.2288951,1
3326,436.4081161,511.1283555,0.999999881,361.6837935,517.1717689,1
3327,436.2357558,511.3338118,0.999999881,361.7456765,517.2607117,1
3328,436.3483301,511.2466192,0.999999881,361.6608677,517.3419574,1
3329,436.283986,511.2837043,0.999999881,361.6149521,517.2776855,1
3330,436.226981,511.2361803,0.999999881,361.4629402,517.2113619,1
3331,436.296185,511.3921142,0.999999881,361.4756098,517.2850887,1
3332,436.1910914,511.3361654,0.999999881,361.4075108,517.3282497,1
3333,436.1480267,511.3611803,0.999999881,361.5464277,517.3674996,1
3334,436.1405727,511.359128,0.999999881,361.4586453,517.7083642,1
3335,436.1718442,511.2401795,0.999999881,361.4656615,517.7529333,1
3336,436.0506156,511.3586149,0.999999881,361.4487457,517.8506167,1
3337,435.9559972,511.4782228,1,361.4605083,517.697078,1
3338,435.9693382,511.4577265,0.999999881,361.3574071,517.7436274,1
3339,436.0224278,511.4848356,1,361.4329453,517.6127095,1
3340,436.0122278,511.5177464,1,361.2705846,517.6528789,1
3341,436.0561587,511.5363541,0.999999881,360.8118196,517.6749136,1
3342,436.5617629,511.2754936,0.999999881,360.2898874,517.800529,1
3343,437.1356025,510.6660638,0.999999881,358.8657753,517.528224,1
3344,437.3645176,508.4385971,0.999999642,356.0875648,517.8076118,1
3345,437.8756896,508.5630941,0.999999642,354.4029456,517.0200663,1
3346,439.1497114,509.1783742,0.999999404,351.6638231,518.2914629,1
3347,439.2968893,509.4575204,0.999999285,350.0777493,518.8755896,0.999999881
3348,438.6895545,509.3188894,0.999999523,349.9304776,519.032865,0.999999762
3349,437.3607999,508.7793113,0.999999642,351.8182688,518.3292694,1
3350,437.8573221,508.4519254,0.999999642,352.8993232,517.8074404,1
3351,437.7729486,508.438985,0.999999642,353.5486083,517.4755498,1
3352,437.7454787,508.4103558,0.999999642,353.5263205,517.4927185,1
3353,437.7771635,508.4321922,0.999999642,353.4331863,517.7140448,1
3354,437.0336648,508.0102146,0.999999642,353.6234965,517.4260527,1
3355,437.6172932,506.6417264,0.999999523,353.7639325,516.6320275,1
3356,437.6003933,507.3299401,0.999999642,354.8396763,516.6161796,1
3357,437.7186522,508.6457562,0.999999523,357.0296997,516.7832648,1
3358,436.4217092,509.1988029,0.999999642,359.4370942,515.832873,1
3359,435.916432,509.1229793,0.999999762,359.8241296,515.4278335,1
3360,436.2245219,508.3071006,0.999999523,359.3575652,516.6390162,1
3361,437.3447653,508.1120018,0.999999523,358.4155488,517.7131834,1
3362,437.503543,508.277017,0.999999523,356.9794651,517.848657,1
3363,437.6036003,508.2653202,0.999999523,356.2506607,518.0495801,1
3364,436.991538,508.4672287,0.999999523,356.5095652,518.3060737,1
3365,436.7260951,508.562288,0.999999642,356.9837606,518.0576692,1
3366,436.7284622,508.5354137,0.999999642,357.2893354,517.9354712,1
3367,436.8504237,508.4337534,0.999999642,357.4789696,517.8033267,1
3368,437.1613004,508.5680217,0.999999523,357.4044579,518.0105083,1
3369,436.9486585,508.6820771,0.999999523,357.2253947,518.0503943,1
3370,437.0118083,508.4570781,0.999999523,357.0387236,518.1585197,1
